id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1,ibm_1_1_1,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,"Monitor account owner for frequent, unexpected, or unauthorized logins",Monitor login activity of the account owner to prevent unauthorized usage of the privileged account.,"The owner of an IBM Cloud account by default has administrative privileges across the account. To prevent unauthorized or unintended usage, login credentials should never be shared and users in an organization should be granted least privilege to complete their required tasks. To manage the account, administrators are granted permissions to manage services and Cloud resources. Therefore, access by the account owner to the account to run tasks should be minimum. By controlling the number of times that the account owner logs in to the account, you can: • Monitor owner's access to the IBM Cloud account • Identify abnormal behavior • Enforce that administrators and operators of the services in your Cloud account are the ones managing the Cloud resources with their controlled and limited permissions. When a user log in to the account, a security login event in generated. The event reports who has logged in successfully in the account. You can use these security events to monitor the number of times that the account owner has logged in to the account, and generate an alert if the number exceeds a threshold that you set in a period of time that you specify. Monitoring login activity of the account owner can help prevent unauthorized or unintended actions taken in the account.","Before you can monitor and manage IAM event data with IBM Cloud Activity Tracker with LogDNA, you must provision an instance of the service in IBM Cloud in the Frankfurt (eu-de) region. To provision an IBM Cloud Activity Tracker with LogDNA instance in a Public Cloud region, consider the following information: • You must select the service plan that is associated with the instance, and the plan that determines the retention period for your events. • You can choose from 7, 14, or 30-day retention periods. Alternatively, IBM Cloud Activity Tracker with LogDNA offers a Lite plan that you can use to view your events as they pass through the system. You can view events by using event tailing. You can also design filters to prepare for upgrading to a longer retention period plan. This plan has a 0-day retention period. Complete the following steps to launch the Activity Tracker with LogDNA web UI: 1. Log in to your IBM Cloud account. After you log in with your user ID and password, the IBM Cloud dashboard opens. 2. Click the Menu icon > Observability . 3. Select Activity Tracker . The list of IBM Cloud Activity Tracker with LogDNA instances is displayed. 4. Select the instance in the region where you want to view events. Then, click View LogDNA . The IBM Cloud Activity Tracker with LogDNA web UI opens and shows the Everything view. Through this view, you can see the events in your account for the region that you have selected. To ensure the owner of the account has not logged in more than # times the past 24 hours, complete the following steps: First, you need to identify the email of the account owner. 1. In the Cloud UI, go to Manage > Access (IAM) , then select Users . 2. Identify the user that has the tag owner . 3. Select the account owner. Then, click Details . 4. Copy the email address of the account owner. Second, launch the Activity Tracker instance in Frankfurt. This is the instance where login security events are collected in the account. In the Views section, look for a view that monitors the account owner login attempts. The search query should be set to: (action login) AND initiator.name:<email address>, where is the account owner's email address. Then, check that the view has configured an alert and 1 or more notification channels.","Complete the following steps to monitor how many times an account owner logs in to the account: First, you need to identify the email of the account owner. 1. In the Cloud UI, go to Manage > Access (IAM) , then select Users . 2. Identify the user that has the tag owner . 3. Select the account owner. Then, click Details . 4. Copy the email address of the account owner. Launch the Activity Tracker instance in Frankfurt. This is the instance where login security events are collected in the account. In the Views section, select the Everything view. Then, enter the following query in the search bar: (action login) AND initiator.name:<email address>. Replace with the account owner's email address. The view now reports all the login actions that are reported for the account owner. Next, you can define an alert on the view to get a notification when N number of events are received within a 24 hour period. The value of N depends on how you operate your cloud. You can start with a default value of 25 and increase or decrease depending on the tasks that the account administrator can perform in the account. Default Value: no default value. References: 1. https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=Activity-Tracker- with-LogDNA-at_events_iam",•  Level 1,,1. https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=Activity-Tracker- with-LogDNA-at_events_iam,Automated,HIGH,ibm_activity_tracker_login_monitoring_account_owner,"Both AI opinions correctly identify that IBM Cloud Activity Tracker with LogDNA provides API and CLI access to login events, including filtering by account owner. The audit and remediation steps can be fully automated by querying login events for the account owner and verifying alert configurations. IBM Cloud APIs and CLI support all necessary operations, making manual inspection unnecessary.","- IBM Cloud Resource/Service: IBM Cloud Activity Tracker with LogDNA - API/CLI Method: - Use IBM Cloud CLI (`ibmcloud login`, `ibmcloud target -r eu-de`) - Query Activity Tracker events via LogDNA API or CLI (`ibmcloud activity-tracker events --search 'action:login AND initiator.email:<account_owner_email>'`) - Check alert configurations for login frequency thresholds - Properties to Check: - Presence of login events for the account owner (initiator.email) - Frequency of logins over a defined period (e.g., daily/weekly) - Existence and correctness of alert rules for excessive/frequent logins by the account owner - Pass Criteria: - Activity Tracker instance is provisioned in the required region (Frankfurt/eu-de) - Login events for the account owner are being captured - Alerts are configured to notify on frequent/unexpected/unauthorized logins by the account owner - Fail Criteria: - No Activity Tracker instance in the required region - No login events for the account owner are being captured - No alerting or incorrect alert configuration for account owner login activity",,Yes,2025-10-29T16:37:39.248344
1.2,ibm_1_1_2,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure API keys unused for 180 days are detected and optionally disabled,Monitor API key usage in your account and search for API keys that are unused or used infrequently.,"If an API key is unused for long period in your account, it must be disabled (locked) as a security best practice. All API keys, even those that are used infrequently, must be rotated periodically. Impact: To reduce the likelihood of accidental exposure or leaking, monitoring for infrequently used API keys can indicate that an API key can be locked and even deleted, if there is no anticipated future usage.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Go to the Menu icon. Then, select Observability to access the Observability dashboard. 3. Select Activity Tracker from the page navigation menu 4. Check for instances of IBM Cloud Activity Tracker with LogDNA API:N/A","You must create an instance of the Activity Tracker with LogDNA service in the Frankfurt region to start tracking IAM events. Use a minimum of a 7-day event search. Generate events and configure a view in Activity Tracker with LogDNA, see https://www.ibm.com/cloud/blog/improve-security-track-api-keys-using-iam-and-logdna Default Value: By default, API key monitoring with Activity Tracker with LogDNA is not enabled. References: 1. https://www.ibm.com/cloud/blog/improve-security-track-api-keys-using-iam-and- logdna 2. https://ibm.github.io/cloud-enterprise-examples/logging/create-logdna-instance/",•  Level 1,"To reduce the likelihood of accidental exposure or leaking, monitoring for infrequently used API keys can indicate that an API key can be locked and even deleted, if there is no anticipated future usage.",1. https://www.ibm.com/cloud/blog/improve-security-track-api-keys-using-iam-and- logdna 2. https://ibm.github.io/cloud-enterprise-examples/logging/create-logdna-instance/,Automated,HIGH,ibm_iam_api_key_usage_inactive_detection_180_days,"Both AI opinions correctly identified that IBM Cloud provides APIs and CLI commands (notably via IAM and Activity Tracker with LogDNA) that allow for the enumeration of API keys and the retrieval of their last usage timestamps. The control’s requirements—detecting API keys unused for 180 days—can be fully satisfied by programmatically querying these services. No manual inspection is required, as all necessary data is accessible via IBM Cloud APIs.","- IBM Cloud Resource/Service: IAM (Identity and Access Management), Activity Tracker with LogDNA - API/CLI Method: - Enumerate all API keys using IBM Cloud IAM API (`GET /v1/apikeys`) or CLI (`ibmcloud iam api-keys`). - Query Activity Tracker with LogDNA API for IAM events related to API key usage. - Properties to Check: - For each API key: last used timestamp (from Activity Tracker logs or IAM API metadata). - Pass Criteria: - All API keys have a recorded usage event within the past 180 days. - Fail Criteria: - Any API key has no recorded usage event in the past 180 days (i.e., last used >180 days ago or never used).",,Yes,2025-10-29T16:27:30.880159
1.3,ibm_1_1_3,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure API keys are rotated every 90 days,"Replace production API keys with new API keys regularly, every 90 days for example, as a best practice to secure your account.","API key rotation can help reduce the impact to your organization if an API key becomes exposed or compromised. If you suspect that a key might have been leaked or compromised, the key must be rotated out of production and deleted. Impact: Any resource that is using an API key that has been rotated out of production will encounter errors until the API key has been updated.","Console: To find out when an API key was created, complete the following steps: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access(IAM) > API keys . 3. Identify an API key and from the Actions menu, select Details . 4. View the date the API key was created. API:N/A","To create new API key, complete the following steps: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access (IAM) > API keys . 3. Click Create an IBM Cloud API key . To rotate an API key, replace an old API key anywhere it is used with the newly created API key. Delete an old API key: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access (IAM) > API keys . 3. Identify the API key you want to delete, and from the Actions menu, select Delete . Default Value: By default, an API key rotation mechanism is not enabled. API key rotation is a manual process References: 1. https://cloud.ibm.com/docs/iam?topic=iam-userapikey",•  Level 1,Any resource that is using an API key that has been rotated out of production will encounter errors until the API key has been updated.,1. https://cloud.ibm.com/docs/iam?topic=iam-userapikey,Automated,HIGH,ibm_iam_api_keys_rotation_age_check,"While the original audit steps describe a manual process via the IBM Cloud Console, IBM Cloud CLI and API do provide the capability to list API keys and retrieve their creation dates. This enables full automation of the compliance check for API key age. The only manual aspect is the actual rotation of keys, but the audit requirement is to verify compliance, which can be automated by checking key creation dates programmatically.",- IBM Cloud Resource/Service: IAM API Keys - API/CLI Method: - List API keys: `ibmcloud iam api-keys` - Get API key details: `ibmcloud iam api-key <key-id>` - Properties to Check: - `created_at` (creation date of each API key) - Pass Criteria: - All active API keys have a `created_at` date within the past 90 days. - Fail Criteria: - Any active API key has a `created_at` date older than 90 days.,,Yes,2025-10-29T16:28:47.965216
1.4,ibm_1_1_4,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Restrict user API key creation and service ID creation in the account via IAM roles,Use IAM settings to restrict user API key creation and service ID (and related API key) creation in the account. Enable both settings to restrict all users in the account from creating user API keys and service IDs except those with an IAM policy that explicitly allows it.,"API keys allow access to an IBM Cloud account. The API key inherits all assigned access for the user or service identity for which it is created, and the access is not limited to just the account where the API key is created because it inherits any policies assigned to the user. So, if the identity has access to resources from multiple accounts, then the API key inherits the access from all accounts. Therefore, it is possible that a user's API key can be used to generate a token and access resources that a user has access to outside of the account where the API key was created. In order to prevent the creation of unauthorized API keys and service IDs, it is recommended that only users with a need for this action be given the privilege to do so. Impact: This process involves two IAM controls. Enabling the restriction of user API keys will prevent users in an account from creating user API keys, except those with an explicit IAM policy to do so. Enabling the restriction of service ID creation will prevent users in an account from creating service IDs, except those with an explicit IAM policy to do so.","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Manage -> Access (IAM). 3. Click Settings. 4. In the Account section of the Settings page, ensure that Restrict API key creation and Restrict service ID creation are enabled.","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Manage -> Access (IAM). 3. Click Settings. 4. In the Account section of the Settings page, ensure that Restrict API key creation and Restrict service ID creation are enabled. 5. Once enabled, only users with the correct IAM policies will be able to create user API keys and service IDs. Default Value: By default, user API key creation and service ID creation are not restricted. References: 1. https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=Activity-Tracker- with-LogDNA-at_events_iam#at_events_iam_apikeys 2. https://cloud.ibm.com/docs/account?topic=account-userapikey",•  Level 1,"This process involves two IAM controls. Enabling the restriction of user API keys will prevent users in an account from creating user API keys, except those with an explicit IAM policy to do so. Enabling the restriction of service ID creation will prevent users in an account from creating service IDs, except those with an explicit IAM policy to do so.",1. https://cloud.ibm.com/docs/Activity-Tracker-with-LogDNA?topic=Activity-Tracker- with-LogDNA-at_events_iam#at_events_iam_apikeys 2. https://cloud.ibm.com/docs/account?topic=account-userapikey,Automated,HIGH,ibm_iam_account_restrictions_api_key_service_id_creation,"Both AI opinions correctly identified that IBM Cloud exposes IAM account restriction settings (for API key and service ID creation) via the IBM Cloud CLI and API. These settings are programmatically retrievable and verifiable without manual console inspection. The audit steps described in the control map directly to CLI/API queries, making automation both feasible and reliable.",- IBM Cloud Resource/Service: IAM Account Settings - API/CLI Method: IBM Cloud CLI (`ibmcloud iam account-settings --output JSON`) or IBM Cloud IAM Settings API (`GET /v1/account_settings`) - Properties to Check: - `restrict_create_service_id` (should be `true`) - `restrict_create_platform_apikey` (should be `true`) - Pass Criteria: - Both `restrict_create_service_id` and `restrict_create_platform_apikey` are set to `true` - Fail Criteria: - Either `restrict_create_service_id` or `restrict_create_platform_apikey` is not set to `true`,,Yes,2025-10-29T16:25:42.351466
1.5,ibm_1_1_5,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure no owner account API key exists,"API keys by definition allow access to your account and resources in your account. The API key inherits all assigned access for the user identity for which it is created, therefore an API key created by an account owner has account-owner level access to resources in the account.","In accordance with the practice of granting least privilege, API keys should not be created by an account owner because of the level of privilege automatically granted to account-owner created API keys. Impact: The API key inherits all assigned access for the user identity for which it is created, therefore an API key created by an account owner has account-owner level access to resources in the account.","To check for the existence of an API key created by the account owner, complete the following steps. 1. Login as the account owner at cloud.ibm.com 2. Click Manage -> Access (IAM) 3. Click API keys 4. Check for any API keys that appear under the ""My IBM Cloud API keys"" view","To delete an API key, complete the following steps: 1. Login as the account owner at cloud.ibm.com 2. In the console, go to Manage -> Access (IAM) 3. Click on API keys 4. Identify the row of the API key that you want to delete and select Delete from the Actions List of actions icon menu (found on the right hand side of the row). 5. Then, confirm the deletion by clicking Delete. Default Value: By default, there are no account-owner API keys created in an account. References: 1. https://cloud.ibm.com/docs/account?topic=account-userapikey",•  Level 1,"The API key inherits all assigned access for the user identity for which it is created, therefore an API key created by an account owner has account-owner level access to resources in the account.",1. https://cloud.ibm.com/docs/account?topic=account-userapikey,Automated,HIGH,ibm_iam_api_key_no_owner_key_check,"Both AI opinions correctly identify that the existence of account owner-created API keys can be programmatically checked using IBM Cloud IAM APIs and CLI commands. The IBM Cloud IAM API exposes endpoints to list API keys and retrieve their metadata, including the creator's identity, making this control fully automatable. No manual inspection or console-only steps are required.","- IBM Cloud Resource/Service: IAM (Identity and Access Management) API Keys - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam api-keys --owner <account_owner_email_or_id>` - IBM Cloud IAM API: `GET /v1/apikeys?account_id=<account_id>&iam_id=<owner_iam_id>` - Properties to Check: - For each API key, check the `created_by` or `iam_id` field to confirm if it matches the account owner's IAM ID. - Pass Criteria: - No API keys exist where `created_by` or `iam_id` matches the account owner's IAM ID. - Fail Criteria: - One or more API keys exist where `created_by` or `iam_id` matches the account owner's IAM ID.",,Yes,2025-10-29T16:34:02.150906
1.6,ibm_1_1_6,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure compliance with IBM Cloud password requirements,"A strong password is a very important step towards account security and safety. Passwords should never be shared with anyone, and must follow the strong password requirements as follow. • Password must contain at least one uppercase letter • Password must contain at least one lowercase letter • Password must contain at least one number • Password must contain at least 8 characters • Passwords should not be reused • Password must only contain ASCII characters • Password cannot contain: spaces, or any of these characters- `;:{""?)<> • Ensure the usage of a password meter which coaches user to create a stronger password than the minimum","A strong password can help prevent unauthorized access to an IBM Cloud account. Impact: IBM Cloud automatically prevents the usage of any passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.","IBM Cloud automatically prevents the usage of passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.","IBM Cloud automatically prevents the usage of any passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength. Default Value: By default, all passwords associated with users in IBMid system must meet these requirements. When enterprises integrate with IBM Cloud through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength. References: 1. https://cloud.ibm.com/docs/account?topic=account-ts_logintoibm Additional Information: Per the latest password guidance use of multi-factor authentication (MFA) should be the preferred method of authentication. A password should only be used when MFA is not available.",•  Level 1,"IBM Cloud automatically prevents the usage of any passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.",1. https://cloud.ibm.com/docs/account?topic=account-ts_logintoibm Additional Information: Per the latest password guidance use of multi-factor authentication (MFA) should be the preferred method of authentication. A password should only be used when MFA is not available.,Automated,HIGH,ibm_iam_account_password_policy_compliance_check,"IBM Cloud enforces password requirements at the IBMid system level, and these settings are managed and exposed via the IBM Cloud IAM account authentication settings. The IBM Cloud CLI and API provide direct access to these configurations (e.g., via `ibmcloud iam account-settings-auth`), allowing automated verification of password policy compliance. Both AI opinions agree on automation, with the second opinion correctly noting the need for more specificity in the API/CLI usage and program naming.","- IBM Cloud Resource/Service: IAM Account Settings (Authentication) - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam account-settings-auth` - IBM Cloud API: `GET /v1/accounts/{account_id}/settings/authentication` - Properties to Check: - `restrict_create_platform_apikey` (should not allow weak authentication) - `restrict_create_service_id_apikey` (should not allow weak authentication) - Password policy fields (if exposed): minimum length, uppercase, lowercase, numeric, ASCII-only, no spaces, no reuse - Pass Criteria: - Password policy enforces: minimum 8 characters, at least one uppercase, one lowercase, one number, ASCII-only, no spaces, no reuse - For federated accounts: authentication is delegated to enterprise IdP, and IBM Cloud confirms delegation - Fail Criteria: - Any password policy setting does not meet the above requirements, or settings are missing/ambiguous",,Yes,2025-10-29T16:34:13.932212
1.7,ibm_1_1_7,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure multi-factor authentication (MFA) is enabled for all users in account,Requires users to provide multiple factors of login credentials to authenticate their identity and gain access to IBM Cloud resources.,"Multifactor authentication (MFA) adds an additional layer of security to an account by requiring users to provide an additional login credential. This requirement helps protect accounts from stolen, phished, or weak password exploits. Impact: Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM) . 3. Click Settings > Account login . 4. Verify Multifactor authentication does not say None API:N/A","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM) . 3. Click Settings > Account login . 4. Click Edit for the Account login setting. 5. Select None , Non-federated users only , or All users depending on which type of authentication you want to require. 6. Select the checkbox to confirm that you understand the impact of requiring MFA for users in your account, if you select the non-federated users only option. 7. Click Update . Default Value: By default, MFA is disabled. References: 1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa",•  Level 1,"Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.",1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa,Automated,HIGH,ibm_iam_account_mfa_status_check,"Both AI opinions correctly identify that IBM Cloud exposes the MFA configuration for user accounts via its IAM API and CLI, specifically through endpoints and commands that return account login settings. The audit steps described in the control map directly to properties retrievable via the IBM Cloud CLI (`ibmcloud iam account-settings`) and the IAM API (`GET /v1/accounts/{account_id}/settings`). No manual inspection is required, and all necessary information is programmatically accessible.","- IBM Cloud Resource/Service: Identity and Access Management (IAM) Account Settings - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam account-settings` - IBM Cloud API: `GET /v1/accounts/{account_id}/settings` - Properties to Check: - The MFA setting field (e.g., `mfa` or similar) in the account settings response. - Pass Criteria: - MFA is set to either ""non-federated users only"" or ""all users"" (i.e., not ""None""). - Fail Criteria: - MFA is set to ""None"" (MFA disabled for all users).",,Yes,2025-10-29T16:34:38.970770
1.9,ibm_1_1_9,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure multi-factor authentication (MFA) is enabled at the account level,Requires users to provide multiple factors of login credentials to authenticate their identity and gain access to IBM Cloud resources.,"Multifactor authentication (MFA) adds an additional layer of security to an account by requiring users to provide an additional login credential. This requirement helps protect accounts from stolen, phished, or weak password exploits. Impact: Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM) . 3. Click Settings > Account login . 4. Verify Multifactor authentication does not say None API:N/A","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM) . 3. Click Settings > Account login . 4. Click Edit for the Account login setting. 5. Select None , Non-federated users only , or All users depending on which type of authentication you want to require. 6. Select the checkbox to confirm that you understand the impact of requiring MFA for users in your account, if you select the non-federated users only option. 7. Click Update . Default Value: By default, MFA is disabled. References: 1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa",•  Level 1,"Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.",1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa,Automated,HIGH,ibm_iam_account_authentication_policy_mfa_check,"Both AI opinions correctly identify that IBM Cloud exposes account-level MFA settings via the IAM API and CLI, specifically through the `ibmcloud iam account-settings-get` command and the associated API endpoint. The properties required for this audit (MFA status under `authenticationPolicy`) are directly accessible and can be programmatically checked, making automation fully feasible and reliable for this control.","- IBM Cloud Resource/Service: IAM Account Settings - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam account-settings-get` - API: `GET /v1/accounts/{account_id}/settings` (IAM Account Settings API) - Properties to Check: - `authentication_policy.mfa` (or similar, depending on API version) - Pass Criteria: - Value is set to either `""NON_FEDERATED""` (Non-federated users only) or `""ALL""` (All users), indicating MFA is required for at least non-federated users. - Fail Criteria: - Value is `""NONE""` or equivalent, indicating MFA is not required for any users.",,Yes,2025-10-29T16:27:07.187080
1.12,ibm_1_1_12,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure IAM users are members of access groups and IAM policies are assigned only to access groups,Simplify and secure the access management process by using access groups when you assign access to groups of users with identical access needs.,You can create an access group so that you can organize a set of users and service IDs into a single entity that makes it easy for you to assign access. You can assign a single policy to the group instead of assigning the same access multiple times for each individual user or service ID. Impact: Using access groups reduces the number of policies that must be created and managed in the account and simplifies the process of adding new users or service IDs or modifying user and service IDs access.,"Console: Audit user access policies: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM) . 3. Click Users and select a user by clicking on the username. 4. Click Access Policies . ***If the user has individual access policies and you wish to remove them, complete the following steps. 5. Locate the row containing the access policy you wish to remove. Click the actions icon corresponding to that row and click Remove. API:N/A","Assign an access policy to an Access Group: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM) . 3. Click Access Groups . 4. Click an Access Group name, then click the Access Policies tab 5. Click Assign access . Add members to an Access Group: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM) . 3. Click Access Groups . 4. Click an Access Group name. 5. Click Add Users . Delete an access policy for a user: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM) . 3. Click Users. 4. Click on a user name. 5. Click the Access Policies tab 6. Locate the row containing the access policy you wish to remove. Click the actions icon corresponding to that row and click Remove. Default Value: By default, only the Public Access Group is enabled in IBM Cloud accounts. References: 1. https://cloud.ibm.com/docs/iam?topic=iam-groups#groups",•  Level 1,Using access groups reduces the number of policies that must be created and managed in the account and simplifies the process of adding new users or service IDs or modifying user and service IDs access.,1. https://cloud.ibm.com/docs/iam?topic=iam-groups#groups,Automated,HIGH,ibm_iam_access_group_membership_and_policy_assignment_check,"Both AI opinions correctly identified that IBM Cloud IAM user membership in access groups and IAM policy assignments can be programmatically audited using IBM Cloud APIs and CLI. The necessary data (user lists, access group membership, and policy assignments) are fully accessible via the IBM Cloud IAM API and CLI commands. There is no requirement for manual inspection, as all relevant properties are exposed and retrievable for automated validation.","- **IBM Cloud Resource/Service:** IBM Cloud IAM (Identity and Access Management) - **API/CLI Method:** - List all IAM users: `ibmcloud iam users` - List all access groups and their members: `ibmcloud iam access-groups` + `ibmcloud iam access-group-members <group-id>` - List all IAM policies: `ibmcloud iam policies` - **Properties to Check:** - For each IAM user, verify membership in at least one access group. - For each IAM policy, verify that it is assigned to an access group (not directly to an individual user). - **Pass Criteria:** - Every IAM user is a member of at least one access group. - All IAM policies are assigned to access groups only (no direct user assignments). - **Fail Criteria:** - Any IAM user is not a member of any access group. - Any IAM policy is assigned directly to a user instead of an access group.",,Yes,2025-10-29T16:37:27.373328
1.13,ibm_1_1_13,CIS IBM CLOUD FOUNDATIONS BENCHMARK V1.1.0,Ensure a support access group has been created to manage incidents with IBM Support,"If you experience problems with IBM Cloud®, you can use support cases to get help with technical, access (IAM), billing & usage, and invoice or sales inquiry issues. You can create and manage a support case by using the Support Center. Access to Support Center is governed via IAM roles. In order to access Support Center, a user must have viewer or higher on the Support Center service. To create or edit service cases, a user must have editor or higher on the Support Center service. After you submit a support case, the support team investigates the issue based on your type of support plan. The types of available support depends on the support level of the account. Your support plan also determines the severity level that you can assign to support cases. For more information, see Case severity and response time.","Support cases are used to raise issues to IBM Cloud. Access to IBM Cloud Support Center is managed via IAM roles. IAM roles can be used to efficiently control which users in an organization can view support cases, which can view, edit, and delete support cases, and which have no access at all. You can configure different levels of Support Center access using Access Groups. Impact: Users with access to IBM Cloud Support Center can create and/or manage support tickets based on their IAM role. Support Center access should be managed and assigned using Access Groups.","1. In the IBM Cloud console, go to Manage > Access (IAM) , and then select Access Groups . 2. Look for an access group relating to Support Center. Access Group names are customizable and vary from customer to customer. 3. To verify the access policies for an Access Group, click on an Access Group name and then click Access policies . 4. Check for access policies on the Support Center service.","1. In the IBM Cloud console, go to Manage > Access (IAM) , and then select Access Groups . 2. Select Create Access Group . 3. Give the Access Group a descriptive name, for example, Support Center Viewers or Support Center Admins. 4. Optionally, provide a brief description. 5. Click Create . 6. Once the Access Group is created, click on the Access Policies tab. 7. Click Assign Access . 8. Click on Account Management and select Support Center from the drop down menu. 9. Select the Support Center role(s) that meet your use case. Descriptions are provided for each role in the IAM UI. 10. Click add . 11. Click Assign . 12. Click on the Users tab. 13. Click Add users 14. Select users from the list and click Add to group . Default Value: By default, users do not have access to IBM Cloud Support Center. References: 1. https://cloud.ibm.com/docs/get-support?topic=get-support-access",•  Level 1,Users with access to IBM Cloud Support Center can create and/or manage support tickets based on their IAM role. Support Center access should be managed and assigned using Access Groups.,1. https://cloud.ibm.com/docs/get-support?topic=get-support-access,Automated,HIGH,ibm_iam_access_group_support_center_roles_check,"Both AI opinions correctly identified that IBM Cloud IAM access groups and their associated policies are fully exposed via IBM Cloud APIs and CLI. The audit steps (listing access groups, checking for policies granting Support Center access) can be performed programmatically using the IBM Cloud IAM API (`/v2/access/groups` and `/v2/access/groups/{group-id}/policies`) and CLI commands. There is no requirement for manual inspection, as all necessary data is accessible and scriptable.","- IBM Cloud Resource/Service: IAM Access Groups and Access Policies - API/CLI Method: - List access groups: `GET /v2/access/groups` or `ibmcloud iam access-groups` - List policies for a group: `GET /v2/access/groups/{group-id}/policies` or `ibmcloud iam access-group-policies <group-id>` - Properties to Check: - At least one access group exists with a policy granting `viewer` or higher role on the `Support Center` service. - Pass Criteria: - There is at least one access group with a policy for the `Support Center` service and the role is `viewer`, `editor`, or higher. - Fail Criteria: - No access group has a policy granting the required role on the `Support Center` service.",,Yes,2025-10-29T16:31:15.548784
