id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.2,cis-ibm-foundation-v110-1-2,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure API keys unused for 180 days are detected and  optionally disabled,Monitor API key usage in your account and search for API keys that are unused or used infrequently.,"If an API key is unused for long period in your account, it must be disabled (locked) as a security best practice. All API keys, even those that are used infrequently, must be rotated periodically.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Go to the Menu icon. Then, select Observability to access the Observability dashboard. 3. Select Activity Tracker from the page navigation menu 4. Check for instances of IBM Cloud Activity Tracker with LogDNA API:N/A","You must create an instance of the Activity Tracker with LogDNA service in the Frankfurt region to start tracking IAM events. Use a minimum of a 7-day event search. Generate events and configure a view in Activity Tracker with LogDNA, see https://www.ibm.com/cloud/blog/improve-security-track-api-keys-using-iam-and-logdna",• Level 1,"To reduce the likelihood of accidental exposure or leaking, monitoring for infrequently used API keys can indicate that an API key can be locked and even deleted, if there is no anticipated future usage.",1. https://www.ibm.com/cloud/blog/improve-security-track-api-keys-using-iam-and- logdna 2. https://ibm.github.io/cloud-enterprise-examples/logging/create-logdna-instance/,Automated,HIGH,ibm_iam_api_key_unused_detection,"Both AI opinions agree that the task of monitoring API key usage can be automated using IBM Cloud APIs and CLI commands. The IBM Cloud Activity Tracker API can be used to query logs for IAM activities, which includes API key usage. The initial setup might require manual intervention, but the ongoing monitoring can be automated effectively.","- **IBM Cloud Resource/Service:** IAM, Activity Tracker - **API/CLI Method:** Use IBM Cloud CLI to list API keys and IBM Cloud Activity Tracker API to query logs for IAM activities. - **Properties to Check:** API key last used timestamp from Activity Tracker logs. - **Pass Criteria:** No API keys are found to be unused for 180 days or more. - **Fail Criteria:** Any API keys are found that have not been used for over 180 days, indicating a need for remediation to disable them.",,Yes,2025-11-02T12:51:27.911372,1 Section,Manual,"By default, API key monitoring with Activity Tracker with LogDNA is not enabled.",,Automated,HIGH,ibm_iam_api_key_unused_detection,"Both AI opinions agree that the task of monitoring API key usage can be automated using IBM Cloud APIs and CLI commands. The IBM Cloud Activity Tracker API can be used to query logs for IAM activities, which includes API key usage. The initial setup might require manual intervention, but the ongoing monitoring can be automated effectively.","- **IBM Cloud Resource/Service:** IAM, Activity Tracker - **API/CLI Method:** Use IBM Cloud CLI to list API keys and IBM Cloud Activity Tracker API to query logs for IAM activities. - **Properties to Check:** API key last used timestamp from Activity Tracker logs. - **Pass Criteria:** No API keys are found to be unused for 180 days or more. - **Fail Criteria:** Any API keys are found that have not been used for over 180 days, indicating a need for remediation to disable them.",,Yes,2025-11-02T12:51:27.911372
1.3,cis-ibm-foundation-v110-1-3,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure API keys are rotated every 90 days,"Replace production API keys with new API keys regularly, every 90 days for example, as a best practice to secure your account.","API key rotation can help reduce the impact to your organization if an API key becomes exposed or compromised. If you suspect that a key might have been leaked or compromised, the key must be rotated out of production and deleted.","Console: To find out when an API key was created, complete the following steps: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access(IAM) > API keys. 3. Identify an API key and from the Actions menu, select Details. 4. View the date the API key was created. API:N/A","To create new API key, complete the following steps: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access (IAM) > API keys. 3. Click Create an IBM Cloud API key. To rotate an API key, replace an old API key anywhere it is used with the newly created API key. Delete an old API key: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menu bar, click Manage > Access (IAM) > API keys. 3. Identify the API key you want to delete, and from the Actions menu, select Delete.",• Level 1,Any resource that is using an API key that has been rotated out of production will encounter errors until the API key has been updated.,1. https://cloud.ibm.com/docs/iam?topic=iam-userapikey,Automated,HIGH,ibm_iam_api_keys_rotation_90_days_check,"The task of ensuring API keys are rotated every 90 days can be efficiently automated using the IBM Cloud CLI. The CLI provides commands to list API keys and their creation dates, which can be scripted to identify keys older than 90 days. This approach enhances efficiency, reduces human error, and is scalable across environments with numerous API keys, aligning with the second AI's suggestion for automation.",- IBM Cloud Resource/Service: IAM API Keys - API/CLI Method: `ibmcloud iam api-keys` - Properties to Check: Creation date of each API key - Pass Criteria: All API keys have a creation date within the last 90 days - Fail Criteria: Any API key has a creation date older than 90 days,,Yes,2025-11-02T13:10:23.905870,1 Section,Manual,"By default, an API key rotation mechanism is not enabled. API key rotation is a manual process",,Automated,HIGH,ibm_iam_api_keys_rotation_90_days_check,"The task of ensuring API keys are rotated every 90 days can be efficiently automated using the IBM Cloud CLI. The CLI provides commands to list API keys and their creation dates, which can be scripted to identify keys older than 90 days. This approach enhances efficiency, reduces human error, and is scalable across environments with numerous API keys, aligning with the second AI's suggestion for automation.",- IBM Cloud Resource/Service: IAM API Keys - API/CLI Method: `ibmcloud iam api-keys` - Properties to Check: Creation date of each API key - Pass Criteria: All API keys have a creation date within the last 90 days - Fail Criteria: Any API key has a creation date older than 90 days,,Yes,2025-11-02T13:10:23.905870
1.5,cis-ibm-foundation-v110-1-5,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure no owner account API key exists,"API keys by definition allow access to your account and resources in your account. The API key inherits all assigned access for the user identity for which it is created, therefore an API key created by an account owner has account-owner level access to resources in the account.","In accordance with the practice of granting least privilege, API keys should not be created by an account owner because of the level of privilege automatically granted to account-owner created API keys.","To check for the existence of an API key created by the account owner, complete the following steps. 1. Login as the account owner at cloud.ibm.com 2. Click Manage -> Access (IAM) 3. Click API keys 4. Check for any API keys that appear under the ""My IBM Cloud API keys"" view","To delete an API key, complete the following steps: 1. Login as the account owner at cloud.ibm.com 2. In the console, go to Manage -> Access (IAM) 3. Click on API keys 4. Identify the row of the API key that you want to delete and select Delete from the Actions List of actions icon menu (found on the right hand side of the row). 5. Then, confirm the deletion by clicking Delete.",• Level 1,"The API key inherits all assigned access for the user identity for which it is created, therefore an API key created by an account owner has account-owner level access to resources in the account.",1. https://cloud.ibm.com/docs/account?topic=account-userapikey,Automated,HIGH,ibm_iam_api_keys_owner_check,"The task of checking for API keys created by the account owner can be efficiently automated using the IBM Cloud CLI. The command `ibmcloud iam api-keys` can list all API keys, and additional scripting can filter out those created by the account owner. This approach is more scalable and reduces the potential for human error compared to manual checks.",- IBM Cloud Resource/Service: IAM - API/CLI Method: `ibmcloud iam api-keys` - Properties to Check: API key owner information - Pass Criteria: No API keys created by the account owner are present - Fail Criteria: Presence of any API key created by the account owner,,Yes,2025-11-02T12:54:44.618948,1 Section,Manual,"By default, there are no account-owner API keys created in an account.",,Automated,HIGH,ibm_iam_api_keys_owner_check,"The task of checking for API keys created by the account owner can be efficiently automated using the IBM Cloud CLI. The command `ibmcloud iam api-keys` can list all API keys, and additional scripting can filter out those created by the account owner. This approach is more scalable and reduces the potential for human error compared to manual checks.",- IBM Cloud Resource/Service: IAM - API/CLI Method: `ibmcloud iam api-keys` - Properties to Check: API key owner information - Pass Criteria: No API keys created by the account owner are present - Fail Criteria: Presence of any API key created by the account owner,,Yes,2025-11-02T12:54:44.618948
1.6,cis-ibm-foundation-v110-1-6,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure compliance with IBM Cloud password requirements,"A strong password is a very important step towards account security and safety. Passwords should never be shared with anyone, and must follow the strong password requirements as follow. • Password must contain at least one uppercase letter • Password must contain at least one lowercase letter • Password must contain at least one number • Password must contain at least 8 characters • Passwords should not be reused • Password must only contain ASCII characters • Password cannot contain: spaces, or any of these characters- `;:{""?)<> • Ensure the usage of a password meter which coaches user to create a stronger password than the minimum",A strong password can help prevent unauthorized access to an IBM Cloud account.,"IBM Cloud automatically prevents the usage of passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.","IBM Cloud automatically prevents the usage of any passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.",• Level 1,"IBM Cloud automatically prevents the usage of any passwords that do not meet password requirements, when the users are created in IBMid system. When enterprises integrate through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.",1. https://cloud.ibm.com/docs/account?topic=account-ts_logintoibm,Automated,HIGH,ibm_iam_password_policy_check,"The IBM Cloud compliance control for password requirements can be effectively automated using IBM Cloud CLI and IAM APIs. The second AI opinion correctly identifies that the IBM Cloud CLI and IAM APIs can be leveraged to automate the retrieval and verification of password policies, reducing manual effort and improving accuracy. The IBM Cloud environment inherently enforces password policies, and these can be programmatically checked using available tools, making automation feasible and efficient.","- IBM Cloud Resource/Service: IAM Users - API/CLI Method: IBM Cloud CLI `ibmcloud iam users` and IAM API - Properties to Check: Password policy compliance (e.g., password length, character requirements) - Pass Criteria: All user passwords meet the defined policy criteria (e.g., minimum length, character types) - Fail Criteria: Any user password does not meet the defined policy criteria",,Yes,2025-11-02T13:30:15.491462,1 Section,Manual,"By default, all passwords associated with users in IBMid system must meet these requirements. When enterprises integrate with IBM Cloud through enterprise federation (using SAML), then enterprise identity system is responsible for enforcing password strength.",Per the latest password guidance use of multi-factor authentication (MFA) should be the preferred method of authentication. A password should only be used when MFA is not available.,Automated,HIGH,ibm_iam_password_policy_check,"The IBM Cloud compliance control for password requirements can be effectively automated using IBM Cloud CLI and IAM APIs. The second AI opinion correctly identifies that the IBM Cloud CLI and IAM APIs can be leveraged to automate the retrieval and verification of password policies, reducing manual effort and improving accuracy. The IBM Cloud environment inherently enforces password policies, and these can be programmatically checked using available tools, making automation feasible and efficient.","- IBM Cloud Resource/Service: IAM Users - API/CLI Method: IBM Cloud CLI `ibmcloud iam users` and IAM API - Properties to Check: Password policy compliance (e.g., password length, character requirements) - Pass Criteria: All user passwords meet the defined policy criteria (e.g., minimum length, character types) - Fail Criteria: Any user password does not meet the defined policy criteria",,Yes,2025-11-02T13:30:15.491462
1.7,cis-ibm-foundation-v110-1-7,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure multi-factor authentication (MFA) is enabled for all  users in account,Requires users to provide multiple factors of login credentials to authenticate their identity and gain access to IBM Cloud resources.,"Multifactor authentication (MFA) adds an additional layer of security to an account by requiring users to provide an additional login credential. This requirement helps protect accounts from stolen, phished, or weak password exploits.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Verify Multifactor authentication does not say None API:N/A","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Click Edit for the Account login setting. 5. Select None, Non-federated users only, or All users depending on which type of authentication you want to require. 6. Select the checkbox to confirm that you understand the impact of requiring MFA for users in your account, if you select the non-federated users only option. 7. Click Update.",• Level 1,"Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.",1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa,Automated,HIGH,ibm_iam_account_mfa_status_check,"Both AI opinions agree that the audit for ensuring multi-factor authentication (MFA) is enabled for all users in an IBM Cloud account can be automated using IBM Cloud APIs. The IBM Cloud CLI provides the capability to check account-level MFA settings, specifically through the `ibmcloud iam account-settings` command. This allows for consistent and repeatable verification of MFA settings, making automation feasible and efficient.",- IBM Cloud Resource/Service: IAM (Identity and Access Management) - API/CLI Method: `ibmcloud iam account-settings` - Properties to Check: `mfaEnabled` - Pass Criteria: `mfaEnabled` is set to `true` (indicating MFA is enabled for all users) - Fail Criteria: `mfaEnabled` is set to `false` (indicating MFA is not enabled),,Yes,2025-11-02T12:27:01.452783,1 Section,Manual,"By default, MFA is disabled.",,Automated,HIGH,ibm_iam_account_mfa_status_check,"Both AI opinions agree that the audit for ensuring multi-factor authentication (MFA) is enabled for all users in an IBM Cloud account can be automated using IBM Cloud APIs. The IBM Cloud CLI provides the capability to check account-level MFA settings, specifically through the `ibmcloud iam account-settings` command. This allows for consistent and repeatable verification of MFA settings, making automation feasible and efficient.",- IBM Cloud Resource/Service: IAM (Identity and Access Management) - API/CLI Method: `ibmcloud iam account-settings` - Properties to Check: `mfaEnabled` - Pass Criteria: `mfaEnabled` is set to `true` (indicating MFA is enabled for all users) - Fail Criteria: `mfaEnabled` is set to `false` (indicating MFA is not enabled),,Yes,2025-11-02T12:27:01.452783
1.8,cis-ibm-foundation-v110-1-8,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure multi-factor authentication (MFA) is enabled for the  account owner,Requires account owner to provide multiple factors of login credentials to authenticate their identity and gain access to IBM Cloud resources.,"Multifactor authentication (MFA) adds an additional layer of security to an account by requiring users to provide an additional login credential. This requirement helps protect accounts from stolen, phished, or weak password exploits.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Verify Multifactor authentication does not say None. API:N/A","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Click Edit for the Account login setting. 5. Select None, Non-federated users only, or All users depending on which type of authentication you want to require. 6. Select the checkbox to confirm that you understand the impact of requiring MFA for users in your account, if you select the non-federated users only option. 7. Click Update.",• Level 1,"Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.",1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa,Automated,HIGH,ibm_iam_account_mfa_check,"The second AI opinion correctly identifies that the IBM Cloud CLI can be used to automate the verification of MFA settings. The command `ibmcloud iam account-settings` can retrieve account settings, including MFA configurations, allowing for an automated compliance check. This approach is efficient and repeatable, leveraging IBM Cloud's capabilities to automate the process rather than relying on manual inspection.","- IBM Cloud Resource/Service: IAM (Identity and Access Management) - API/CLI Method: `ibmcloud iam account-settings` - Properties to Check: `mfa` setting in the account settings response - Pass Criteria: MFA is set to ""Non-federated users only"" or ""All users"" - Fail Criteria: MFA is set to ""None""",,Yes,2025-11-02T12:58:45.249109,1 Section,Manual,"By default, MFA is disabled.",,Automated,HIGH,ibm_iam_account_mfa_check,"The second AI opinion correctly identifies that the IBM Cloud CLI can be used to automate the verification of MFA settings. The command `ibmcloud iam account-settings` can retrieve account settings, including MFA configurations, allowing for an automated compliance check. This approach is efficient and repeatable, leveraging IBM Cloud's capabilities to automate the process rather than relying on manual inspection.","- IBM Cloud Resource/Service: IAM (Identity and Access Management) - API/CLI Method: `ibmcloud iam account-settings` - Properties to Check: `mfa` setting in the account settings response - Pass Criteria: MFA is set to ""Non-federated users only"" or ""All users"" - Fail Criteria: MFA is set to ""None""",,Yes,2025-11-02T12:58:45.249109
1.9,cis-ibm-foundation-v110-1-9,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure multi-factor authentication (MFA) is enabled at the  account level,Requires users to provide multiple factors of login credentials to authenticate their identity and gain access to IBM Cloud resources.,"Multifactor authentication (MFA) adds an additional layer of security to an account by requiring users to provide an additional login credential. This requirement helps protect accounts from stolen, phished, or weak password exploits.","Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Verify Multifactor authentication does not say None API:N/A","1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Settings > Account login. 4. Click Edit for the Account login setting. 5. Select None, Non-federated users only, or All users depending on which type of authentication you want to require. 6. Select the checkbox to confirm that you understand the impact of requiring MFA for users in your account, if you select the non-federated users only option. 7. Click Update.",• Level 1,"Depending on the administrator’s selection, users might be required to provide an additional authentication factor prior to gaining access to IBM Cloud resources. API keys for users and service IDs continue to work after MFA is enabled.",1. https://cloud.ibm.com/docs/iam?topic=iam-enablemfa,Automated,HIGH,ibm_iam_account_mfa_status_check,"Both AI opinions agree that the audit for ensuring multi-factor authentication (MFA) is enabled at the account level can be automated using IBM Cloud IAM API and CLI commands. The necessary checks can be performed programmatically without manual intervention, as the IBM Cloud IAM API provides the required endpoints to verify MFA settings.","- IBM Cloud Resource/Service: IAM Account Settings - API/CLI Method: Use the `getAccountSettings()` API from the IAM Control API and the CLI command `ibmcloud iam account-mfa`. - Properties to Check: Verify the MFA setting in the response, ensuring it is set to ""Non-federated users only"" or ""All users"". - Pass Criteria: MFA is set to ""Non-federated users only"" or ""All users"". - Fail Criteria: MFA is set to ""None"".",,Yes,2025-11-02T13:14:01.102299,1 Section,Manual,"By default, MFA is disabled.",,Automated,HIGH,ibm_iam_account_mfa_status_check,"Both AI opinions agree that the audit for ensuring multi-factor authentication (MFA) is enabled at the account level can be automated using IBM Cloud IAM API and CLI commands. The necessary checks can be performed programmatically without manual intervention, as the IBM Cloud IAM API provides the required endpoints to verify MFA settings.","- IBM Cloud Resource/Service: IAM Account Settings - API/CLI Method: Use the `getAccountSettings()` API from the IAM Control API and the CLI command `ibmcloud iam account-mfa`. - Properties to Check: Verify the MFA setting in the response, ensuring it is set to ""Non-federated users only"" or ""All users"". - Pass Criteria: MFA is set to ""Non-federated users only"" or ""All users"". - Fail Criteria: MFA is set to ""None"".",,Yes,2025-11-02T13:14:01.102299
1.10,cis-ibm-foundation-v110-1-10,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure contact email is valid,"In order to receive emails and account alerts related to an IBM Cloud account, a valid email address should always be on record with IBM Cloud. If you lose access to an email address, you should update your email address on record to ensure continuity of correspondence.",Maintaining a valid email address on record is important to make sure you receive important account related information.,Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Avatar icon > Profile. 3. Verify the Email field in the Contact information section contains your correct email address.,Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Avatar icon > Profile. 3. Click the Edit link in the Contact information section 4. Update your email to the correct email address.,• Level 1,Maintaining a valid email address on record allows you to receive correspondence from IBM Cloud about your account.,1. https://cloud.ibm.com/docs/account?topic=account-usersettings,Automated,HIGH,ibm_account_contact_email_validity_check,"The task of verifying and updating the contact email address can be automated using the IBM Cloud Account Management API. While the manual steps are straightforward, automation is feasible and preferable for efficiency and to minimize human error. The second AI opinion correctly identifies the potential for automation using IBM Cloud APIs, which aligns with the capabilities of the IBM Cloud platform.","- IBM Cloud Resource/Service: IBM Cloud Account Management - API/CLI Method: IBM Cloud Account Management API - Properties to Check: Contact email field in the account details - Pass Criteria: The email address is valid and matches the expected format and domain - Fail Criteria: The email address is missing, invalid, or does not match the expected format",,Yes,2025-11-02T13:25:45.401737,1 Section,Manual,"By default, the email address on record is provided during account creation.",,Automated,HIGH,ibm_account_contact_email_validity_check,"The task of verifying and updating the contact email address can be automated using the IBM Cloud Account Management API. While the manual steps are straightforward, automation is feasible and preferable for efficiency and to minimize human error. The second AI opinion correctly identifies the potential for automation using IBM Cloud APIs, which aligns with the capabilities of the IBM Cloud platform.","- IBM Cloud Resource/Service: IBM Cloud Account Management - API/CLI Method: IBM Cloud Account Management API - Properties to Check: Contact email field in the account details - Pass Criteria: The email address is valid and matches the expected format and domain - Fail Criteria: The email address is missing, invalid, or does not match the expected format",,Yes,2025-11-02T13:25:45.401737
1.11,cis-ibm-foundation-v110-1-11,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure contact phone number is valid,A valid phone number should be on record with IBM Cloud in the event that IBM needs to contact you regarding your IBM Cloud account.,Maintaining a valid phone number on record is important to make sure you receive important account related information.,Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Avatar icon > Profile. 3. Verify the Primary phone number and Alternate phone number fields in the Contact information section contain your correct phone numbers.,Console: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. Click Avatar icon > Profile. 3. Click the Edit link in the Contact information section 4. Update your Primary and Alternate phone numbers.,• Level 1,Maintaining a valid phone number on record allows you to receive phone calls from IBM Cloud about your account when necessary.,1. https://cloud.ibm.com/docs/account?topic=account-usersettings,Automated,HIGH,ibm_iam_user_contact_validation,"The task of verifying the validity of contact phone numbers can be automated using IBM Cloud APIs. The IBM Cloud IAM Identity Services API can retrieve user profile information, including contact details, which allows for programmatic validation of phone numbers. This approach enhances efficiency and reduces the potential for human error inherent in manual checks.","- IBM Cloud Resource/Service: IAM Identity Services - API/CLI Method: Use IBM Cloud IAM Identity Services API to fetch user profile details. - Properties to Check: Primary phone number and Alternate phone number fields in the user profile. - Pass Criteria: Both phone number fields contain valid, non-empty phone numbers that match a predefined regex pattern for valid phone formats. - Fail Criteria: Either phone number field is empty or contains a number that does not match the valid format.",,Yes,2025-11-02T12:23:04.765257,1 Section,Manual,"By default, there is no phone number on record.",,Automated,HIGH,ibm_iam_user_contact_validation,"The task of verifying the validity of contact phone numbers can be automated using IBM Cloud APIs. The IBM Cloud IAM Identity Services API can retrieve user profile information, including contact details, which allows for programmatic validation of phone numbers. This approach enhances efficiency and reduces the potential for human error inherent in manual checks.","- IBM Cloud Resource/Service: IAM Identity Services - API/CLI Method: Use IBM Cloud IAM Identity Services API to fetch user profile details. - Properties to Check: Primary phone number and Alternate phone number fields in the user profile. - Pass Criteria: Both phone number fields contain valid, non-empty phone numbers that match a predefined regex pattern for valid phone formats. - Fail Criteria: Either phone number field is empty or contains a number that does not match the valid format.",,Yes,2025-11-02T12:23:04.765257
1.12,cis-ibm-foundation-v110-1-12,CIS_IBM_Cloud_Foundations_Benchmark_v1_1_0,Ensure IAM users are members of access groups and IAM  policies are assigned only to access groups,Simplify and secure the access management process by using access groups when you assign access to groups of users with identical access needs.,You can create an access group so that you can organize a set of users and service IDs into a single entity that makes it easy for you to assign access. You can assign a single policy to the group instead of assigning the same access multiple times for each individual user or service ID.,"Console: Audit user access policies: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access (IAM). 3. Click Users and select a user by clicking on the username. 4. Click Access Policies. ***If the user has individual access policies and you wish to remove them, complete the following steps. 5. Locate the row containing the access policy you wish to remove. Click the actions icon corresponding to that row and click Remove. API:N/A","Assign an access policy to an Access Group: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM). 3. Click Access Groups. 4. Click an Access Group name, then click the Access Policies tab 5. Click Assign access. Add members to an Access Group: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM). 3. Click Access Groups. 4. Click an Access Group name. 5. Click Add Users. Delete an access policy for a user: 1. Log in to IBM Cloud at https://cloud.ibm.com. 2. From the Menubar, click Manage > Access(IAM). 3. Click Users. 4. Click on a user name. 5. Click the Access Policies tab 6. Locate the row containing the access policy you wish to remove. Click the actions icon corresponding to that row and click Remove.",• Level 1,Using access groups reduces the number of policies that must be created and managed in the account and simplifies the process of adding new users or service IDs or modifying user and service IDs access.,1. https://cloud.ibm.com/docs/iam?topic=iam-groups#groups,Automated,HIGH,ibm_iam_user_access_group_policy_compliance,"Both AI opinions agree that the control can be automated using IBM Cloud APIs and CLI commands. The control involves verifying IAM settings related to access groups and user policies, which are accessible via IBM Cloud's API and CLI. The technical capabilities of IBM Cloud allow for the retrieval and verification of user and access group data, making automation feasible and efficient.","- IBM Cloud Resource/Service: IAM Policies and Access Groups - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam users`, `ibmcloud iam access-groups` - API: `GET /v1/users`, `GET /v1/access_groups` - Properties to Check: - Ensure each IAM user is a member of an access group. - Verify that IAM policies are assigned only to access groups, not individual users. - Pass Criteria: - All users are members of at least one access group. - No direct IAM policies are assigned to individual users. - Fail Criteria: - Any user not part of an access group. - Any IAM policy directly assigned to an individual user.",,Yes,2025-11-02T12:49:29.588138,1 Section,Manual,"By default, only the Public Access Group is enabled in IBM Cloud accounts.",,Automated,HIGH,ibm_iam_user_access_group_policy_compliance,"Both AI opinions agree that the control can be automated using IBM Cloud APIs and CLI commands. The control involves verifying IAM settings related to access groups and user policies, which are accessible via IBM Cloud's API and CLI. The technical capabilities of IBM Cloud allow for the retrieval and verification of user and access group data, making automation feasible and efficient.","- IBM Cloud Resource/Service: IAM Policies and Access Groups - API/CLI Method: - IBM Cloud CLI: `ibmcloud iam users`, `ibmcloud iam access-groups` - API: `GET /v1/users`, `GET /v1/access_groups` - Properties to Check: - Ensure each IAM user is a member of an access group. - Verify that IAM policies are assigned only to access groups, not individual users. - Pass Criteria: - All users are members of at least one access group. - No direct IAM policies are assigned to individual users. - Fail Criteria: - Any user not part of an access group. - Any IAM policy directly assigned to an individual user.",,Yes,2025-11-02T12:49:29.588138
