rule_id,provider,service,category,severity,title,description,check_type,complexity,frameworks,compliance_ids,source_file
alicloud.actiontrail.trail.is_organization_trail_check,alicloud,actiontrail,trail,MEDIUM,Check that ActionTrail is configured as an organization trail for multi-account logging.,Check that ActionTrail is configured as an organization trail for multi-account logging.; Check that ActionTrail trails are configured as multi-accoun,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/IR-4(1);CANADA_PBMM/SI-4(2),alicloud_rule_config/actiontrail/alicloud.actiontrail.trail.is_organization_trail_check.yaml
alicloud.api.gateway.authorization_enabled,alicloud,api,gateway,MEDIUM,API Security,API Security,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_12.1;rbi_nbfc_2.10;rbi_nbfc_2.11,alicloud_rule_config/api/alicloud.api.gateway.authorization_enabled.yaml
alicloud.ecs.auto_provisioning_group.multi_zone_enabled,alicloud,ecs,auto_provisioning_group,MEDIUM,Check that Alibaba Cloud ECS auto provisioning groups are configured across multiple zones for redundancy.,Check that Alibaba Cloud ECS auto provisioning groups are configured across multiple zones for redundancy.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-8(1),alicloud_rule_config/ecs/alicloud.ecs.auto_provisioning_group.multi_zone_enabled.yaml
alicloud.ecs.disk.delete_with_instance_configured,alicloud,ecs,disk,MEDIUM,PARTIAL: alicloud.ecs.disk.delete_with_instance ||| verifies config exists for system disks but not for all storage types or procedural wipe execution,PARTIAL: alicloud.ecs.disk.delete_with_instance ||| verifies config exists for system disks but not for all storage types or procedural wipe execution,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.8.3,alicloud_rule_config/ecs/alicloud.ecs.disk.delete_with_instance_configured.yaml
alicloud.ecs.image.encrypted_system_disk_configured,alicloud,ecs,image,MEDIUM,PARTIAL: alicloud.ecs.image.encrypted_system_disk ||| verifies system disk encryption as integrity proxy but not full developer CM process,PARTIAL: alicloud.ecs.image.encrypted_system_disk ||| verifies system disk encryption as integrity proxy but not full developer CM process,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/SA-10(1),alicloud_rule_config/ecs/alicloud.ecs.image.encrypted_system_disk_configured.yaml
alicloud.ecs.instance.auto_snapshot_enabled,alicloud,ecs,instance,MEDIUM,PARTIAL: alicloud.ecs.instance.auto_snapshot ||| verifies automatic snapshot policy but not contingency plan activation,PARTIAL: alicloud.ecs.instance.auto_snapshot ||| verifies automatic snapshot policy but not contingency plan activation,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(8),alicloud_rule_config/ecs/alicloud.ecs.instance.auto_snapshot_enabled.yaml
alicloud.ecs.instance.baseline_image_configured,alicloud,ecs,instance,MEDIUM,Check that ECS instances are created from an approved baseline image.,Check that ECS instances are created from an approved baseline image.; (refined),config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-2(1),alicloud_rule_config/ecs/alicloud.ecs.instance.baseline_image_configured.yaml
alicloud.ecs.instance.cloud_assistant_status_configured,alicloud,ecs,instance,MEDIUM,"PARTIAL: alicloud.ecs.instance.cloud_assistant_status ||| verifies the Cloud Assistant agent is installed for command delivery, but does not confirm s","PARTIAL: alicloud.ecs.instance.cloud_assistant_status ||| verifies the Cloud Assistant agent is installed for command delivery, but does not confirm s",config,L5_NEEDS_AGENT,CANADA_PBMM,CANADA_PBMM/SI-3(7),alicloud_rule_config/ecs/alicloud.ecs.instance.cloud_assistant_status_configured.yaml
alicloud.ecs.instance.cloud_monitor_agent_configured,alicloud,ecs,instance,MEDIUM,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent ||| verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the,PARTIAL: alicloud.ecs.instance.cloud_monitor_agent ||| verifies Cloud Monitor Agent is installed for potential third-party AV integration but not the,config,L5_NEEDS_AGENT,CANADA_PBMM,CANADA_PBMM/SI-3(2),alicloud_rule_config/ecs/alicloud.ecs.instance.cloud_monitor_agent_configured.yaml
alicloud.ecs.instance.delete_protection_enabled,alicloud,ecs,instance,MEDIUM,Check ECS instances have deletion protection enabled,Check ECS instances have deletion protection enabled,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(6),alicloud_rule_config/ecs/alicloud.ecs.instance.delete_protection_enabled.yaml
alicloud.ecs.instance.disaster_recovery_enabled,alicloud,ecs,instance,MEDIUM,Check that ECS instances are configured with automatic snapshots or are in an auto-scaling group for recovery.,Check that ECS instances are configured with automatic snapshots or are in an auto-scaling group for recovery.; Check that ECS instances have disaster,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-2(1);CANADA_PBMM/CP-2(5),alicloud_rule_config/ecs/alicloud.ecs.instance.disaster_recovery_enabled.yaml
alicloud.ecs.instance.guest_config_configured,alicloud,ecs,instance,MEDIUM,PARTIAL: alicloud.ecs.instance.guest_config ||| verifies guest OS config recommendation exists but not its execution or state,PARTIAL: alicloud.ecs.instance.guest_config ||| verifies guest OS config recommendation exists but not its execution or state,config,L5_NEEDS_AGENT,PCI_DSS,PCI_DSS/10.6.1,alicloud_rule_config/ecs/alicloud.ecs.instance.guest_config_configured.yaml
alicloud.ecs.instance.image_scan_enabled,alicloud,ecs,instance,MEDIUM,PARTIAL: alicloud.ecs.instance.image_scan ||| verifies config exists for official marketplace images but not custom images or real-time file scanning,PARTIAL: alicloud.ecs.instance.image_scan ||| verifies config exists for official marketplace images but not custom images or real-time file scanning,config,L1_API_BOOLEAN,NIST_800_171,NIST_800_171/3.14.5,alicloud_rule_config/ecs/alicloud.ecs.instance.image_scan_enabled.yaml
alicloud.ecs.instance.inventory_enabled,alicloud,ecs,instance,MEDIUM,Check that all Alibaba Cloud ECS instances are tracked in an inventory system via tags or resource directory.,Check that all Alibaba Cloud ECS instances are tracked in an inventory system via tags or resource directory.; (refined),config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CM-8(1);CANADA_PBMM/CM-8(2);CANADA_PBMM/CM-8(3);CANADA_PBMM/CM-8(5),alicloud_rule_config/ecs/alicloud.ecs.instance.inventory_enabled.yaml
alicloud.ecs.instance.maintenance_window_configured,alicloud,ecs,instance,MEDIUM,"PARTIAL: alicloud.ecs.instance.maintenance_window ||| verifies customer-configured maintenance window for ECS, but nonlocal execution is managed by Al","PARTIAL: alicloud.ecs.instance.maintenance_window ||| verifies customer-configured maintenance window for ECS, but nonlocal execution is managed by Al",config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/MA-2,alicloud_rule_config/ecs/alicloud.ecs.instance.maintenance_window_configured.yaml
alicloud.ecs.instance.recovery_setting_configured,alicloud,ecs,instance,MEDIUM,Check ECS instances have release protection enabled or are in a scaling group.,Check ECS instances have release protection enabled or are in a scaling group.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-2(4),alicloud_rule_config/ecs/alicloud.ecs.instance.recovery_setting_configured.yaml
alicloud.ecs.instance.required_tags_configured,alicloud,ecs,instance,MEDIUM,Check that ECS instances have required tags for configuration management.,Check that ECS instances have required tags for configuration management.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CM-6(1),alicloud_rule_config/ecs/alicloud.ecs.instance.required_tags_configured.yaml
alicloud.ecs.instance.security_center_linked_configured,alicloud,ecs,instance,MEDIUM,PARTIAL: alicloud.ecs.instance.security_center_linked ||| verifies integration with security service but not active protection,PARTIAL: alicloud.ecs.instance.security_center_linked ||| verifies integration with security service but not active protection,config,L2_API_CONFIG,CIS_ALICLOUD,CIS_ALICLOUD/6.6.2,alicloud_rule_config/ecs/alicloud.ecs.instance.security_center_linked_configured.yaml
alicloud.ecs.securitygroup.with_many_ingress_egress_rules_configured,alicloud,ecs,securitygroup,MEDIUM,Network Security,Network Security,config,L3_API_LIST_CROSS,ISO27001_2022,iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,alicloud_rule_config/ecs/alicloud.ecs.securitygroup.with_many_ingress_egress_rules_configured.yaml
alicloud.ecs.snapshot_policy.auto_snapshot_policy_configured,alicloud,ecs,snapshot_policy,MEDIUM,Check Alibaba Cloud ECS auto snapshot policy is configured for system backup.,Check Alibaba Cloud ECS auto snapshot policy is configured for system backup.,config,L2_API_CONFIG,CANADA_PBMM,CANADA_PBMM/CP-9(3),alicloud_rule_config/ecs/alicloud.ecs.snapshot_policy.auto_snapshot_policy_configured.yaml
alicloud.fc.function.secrets_in_kms_configured,alicloud,fc,function,HIGH,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/fc/alicloud.fc.function.secrets_in_kms_configured.yaml
alicloud.ram.role.kms_enforce_separation_of_duties_configured,alicloud,ram,role,HIGH,Access Control,Access Control,config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.5.3;iso27001_2022_A.8.2;soc2_cc_1_3;soc2_cc_6_3,alicloud_rule_config/ram/alicloud.ram.role.kms_enforce_separation_of_duties_configured.yaml
alicloud.ram.role.sa_enforce_separation_of_duties_configured,alicloud,ram,role,MEDIUM,Access Control,Access Control,config,L2_API_CONFIG,ISO27001_2022;SOC2,iso27001_2022_A.5.15;iso27001_2022_A.5.18;iso27001_2022_A.5.3;iso27001_2022_A.8.2;soc2_cc_1_3;...(+1 more),alicloud_rule_config/ram/alicloud.ram.role.sa_enforce_separation_of_duties_configured.yaml
alicloud.ram.user.last_login_time_configured,alicloud,ram,user,MEDIUM,Check that IAM users with console access have logged in within the last 90 days.,Check that IAM users with console access have logged in within the last 90 days.,config,L2_API_CONFIG,CIS_ALICLOUD,CIS_ALICLOUD/1.5,alicloud_rule_config/ram/alicloud.ram.user.last_login_time_configured.yaml
alicloud.kms.key.automatic_rotation_enabled,alicloud,kms,key,HIGH,Check that Alibaba Cloud KMS customer master keys have automatic rotation policy enabled.,Check that Alibaba Cloud KMS customer master keys have automatic rotation policy enabled.; (refined); Check that KMS keys have automatic rotation enab,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/SC-12(1);CANADA_PBMM/SC-12(2);CANADA_PBMM/SC-12(3),alicloud_rule_config/kms/alicloud.kms.key.automatic_rotation_enabled.yaml
alicloud.kms.key.key_manager_configured,alicloud,kms,key,HIGH,Check that each KMS key has an authorized key manager (RAM user/role) configured.,Check that each KMS key has an authorized key manager (RAM user/role) configured.,config,L2_API_CONFIG,NIST_800_171,NIST_800_171/3.13.10,alicloud_rule_config/kms/alicloud.kms.key.key_manager_configured.yaml
alicloud.kms.key.not_publicly_accessible_enforced,alicloud,kms,key,HIGH,Data Leakage Prevention,Data Leakage Prevention,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.1;iso27001_2022_A.8.12;iso27001_2022_A.8.24,alicloud_rule_config/kms/alicloud.kms.key.not_publicly_accessible_enforced.yaml
alicloud.kms.key.expiration_set,alicloud,kms,key,HIGH,CCCS SC-12: Cryptographic Key Establishment and Management,CCCS SC-12: Cryptographic Key Establishment and Management,config,L2_API_CONFIG,CANADA_PBMM;FedRAMP_Moderate,canada_pbmm_moderate_CCCS_SC_12;fedramp_moderate_SC_12,alicloud_rule_config/kms/alicloud.kms.key.expiration_set.yaml
alicloud.nas.file_system.encryption_enabled,alicloud,nas,file_system,HIGH,(refined),(refined),config,L5_NEEDS_AGENT,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/nas/alicloud.nas.file_system.encryption_enabled.yaml
alicloud.bastionhost.instance.enabled,alicloud,bastionhost,instance,MEDIUM,Network Security,Network Security,config,L2_API_CONFIG,ISO27001_2022,iso27001_2022_A.8.14;iso27001_2022_A.8.20;iso27001_2022_A.8.21;iso27001_2022_A.8.22,alicloud_rule_config/bastionhost/alicloud.bastionhost.instance.enabled.yaml
alicloud.oss.bucket.anonymous_auth_disabled,alicloud,oss,bucket,HIGH,(refined),(refined),config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/oss/alicloud.oss.bucket.anonymous_auth_disabled.yaml
alicloud.oss.bucket.cross_account_replication_disabled,alicloud,oss,bucket,MEDIUM,(refined),(refined),config,L1_API_BOOLEAN,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/oss/alicloud.oss.bucket.cross_account_replication_disabled.yaml
alicloud.oss.bucket.encryption_enabled,alicloud,oss,bucket,HIGH,Data Encryption,Data Encryption,config,L1_API_BOOLEAN,CISA_CE;RBI_BANK;RBI_NBFC,cisa_ce_v1_Your_Data_2;rbi_bank_3.3;rbi_nbfc_2.9,alicloud_rule_config/oss/alicloud.oss.bucket.encryption_enabled.yaml
alicloud.oss.bucket.https_required,alicloud,oss,bucket,HIGH,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/oss/alicloud.oss.bucket.https_required.yaml
alicloud.oss.bucket.kms_encryption_enabled,alicloud,oss,bucket,HIGH,Data Masking,Data Masking,config,L1_API_BOOLEAN,ISO27001_2022;PCI_DSS,iso27001_2022_A.8.11;iso27001_2022_A.8.24;pci_dss_v4_3.4.1;pci_dss_v4_3.4.2;pci_dss_v4_8.2.1;...(+3 more),alicloud_rule_config/oss/alicloud.oss.bucket.kms_encryption_enabled.yaml
alicloud.oss.bucket.policy_sas_linked_to_stored_access_policy_configured,alicloud,oss,bucket,MEDIUM,(refined),(refined),config,L2_API_CONFIG,CSPM_BEST_PRACTICE,CSPM_BEST_PRACTICE,alicloud_rule_config/oss/alicloud.oss.bucket.policy_sas_linked_to_stored_access_policy_configured.yaml
alicloud.oss.bucket.replication_enabled,alicloud,oss,bucket,MEDIUM,Disaster Recovery,Disaster Recovery,config,L1_API_BOOLEAN,RBI_BANK;RBI_NBFC,rbi_bank_6.2;rbi_nbfc_5.3,alicloud_rule_config/oss/alicloud.oss.bucket.replication_enabled.yaml
alicloud.oss.bucket.versioning_enabled,alicloud,oss,bucket,MEDIUM,Check Alibaba Cloud OSS bucket has versioning enabled for backup capability.,Check Alibaba Cloud OSS bucket has versioning enabled for backup capability.,config,L1_API_BOOLEAN,CANADA_PBMM,CANADA_PBMM/CP-9(7),alicloud_rule_config/oss/alicloud.oss.bucket.versioning_enabled.yaml
