check_name,category,matched_rule_ids,confidence,reasoning
alicloud_cloudfront_distributions_logging_enabled,wrong_csp[cloudfront],,,check contains non-alicloud service markers
alicloud_dynamodb_accelerator_cluster_encryption_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_accelerator_cluster_in_transit_encryption_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_accelerator_cluster_multi_az,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_autoscaling_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_backup_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_pitr_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_dynamodb_tables_kms_cmk_encryption_enabled,wrong_csp[dynamodb],,,check contains non-alicloud service markers
alicloud_entra_conditional_access_policy_require_mfa_for_management_api,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_conditional_access_policy_require_mfa_for_management_app,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_global_admin_in_less_than_five_users,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_non_privileged_user_has_mfa,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_non_privileged_user_has_mfa entra_privileged_user_has_mfa,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_default_users_cannot_create_security_groups,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_ensure_default_user_cannot_create_apps,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_ensure_default_user_cannot_create_tenants,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_guest_invite_only_for_admin_roles,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_guest_users_access_restrictions,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_restricts_user_consent_for_apps,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_user_consent_for_verified_apps,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_policy_user_consent_for_verified_apps storage_blob_public_access_level_is_disabled storage_ensure_alicloud_services_are_trusted_to_access_is_enabled,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_privileged_user_has_mfa,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_security_defaults_enabled,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_trusted_named_locations_exists,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_user_with_vm_access_has_mfa,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_entra_users_cannot_create_microsoft_365_groups,wrong_csp[entra_],,,check contains non-alicloud service markers
alicloud_oss_s3_bucket_encryption_enabled,wrong_csp[s3_bucket],,,check contains non-alicloud service markers
alicloud_oss_website_https_only,wrong_csp[ebs],,,check contains non-alicloud service markers
alicloud_ram_aws_attached_policy_no_administrative_privileges,wrong_csp[aws_],,,check contains non-alicloud service markers
alicloud_ram_password_policy_expires_passwords_within_90_days_or_less,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_ram_policy_no_full_access_to_cloudtrail,wrong_csp[cloudtrail],,,check contains non-alicloud service markers
alicloud_rds_aurora_backup_enabled,"wrong_csp[aurora,rds]",,,check contains non-alicloud service markers
alicloud_rds_auto_minor_version_upgrade,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_backup_enabled,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_cluster_default_admin,wrong_csp[rds],,,check contains non-alicloud service markers
alicloud_rds_cluster_integration_cloudwatch_logs,"wrong_csp[cloudwatch,rds]",,,check contains non-alicloud service markers
