id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
2.1.1.1,gcp_1_2_1_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure time synchronization is in use,System time should be synchronized between all systems in an environment. This is typically done by establishing an authoritative time server or set of servers and having all systems synchronize their clocks to them.,"Time synchronization is important to support time sensitive security mechanisms like Kerberos and also ensures log files have consistent time records across the enterprise, which aids in forensic investigations.","On physical systems or virtual systems where host based time synchronization is not available verify that chrony is installed with the following command: # grep '\""name\"": \""chrony\""' /etc/cos-package-info.json ""name"": ""chrony"", On virtual systems where host based time synchronization is available consult your virtualization software documentation and verify that host based synchronization is in use.","On physical systems or virtual systems where host based time synchronization is not available update to an image that comes with chrony package installed. On virtual systems where host based time synchronization is available consult your virtualization software documentation and setup host based synchronization. Additional Information: systemd-timesyncd is part of systemd. Some versions of systemd have been compiled without systemd-timesycnd. On these distributions, chrony or NTP should be used instead of systemd-timesycnd.",,,,Automated,HIGH,gcp_compute_instance_os_inventory_chrony_installed,"While the first opinion asserts that SSH/manual inspection is required, the second opinion correctly points out that GCP's OS Inventory Management (via the OS Config API) can retrieve installed package information—including the presence of `chrony`—without SSH access, provided the feature is enabled. This allows for automated verification of time synchronization configuration on GCP Compute Engine instances running Container-Optimized OS. Manual review is only needed for non-GCP or hybrid environments, which are out of scope for this GCP-specific control.","- GCP Resource/Service: Compute Engine Instances (with OS Inventory Management enabled) - API/CLI Method: - `gcloud compute os-inventory describe <INSTANCE_NAME> --zone <ZONE>` - Or via REST: `projects.zones.instances.getInventory` - Properties to Check: - Under `installedPackages`, look for a package with `""name"": ""chrony""` - Pass Criteria: - The `chrony` package is present in the `installedPackages` list for the instance. - Fail Criteria: - The `chrony` package is absent from the `installedPackages` list for the instance.",,Yes,2025-10-29T14:34:18.891120
4.1.1,gcp_2_4_1_1,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Ensure that the cluster-admin role is only used where required,The RBAC role cluster-admin provides wide-ranging powers over the environment and should be used only where and when needed.,"Kubernetes provides a set of default roles where RBAC is used. Some of these roles such as cluster-admin provide wide-ranging privileges which should only be applied where absolutely necessary. Roles such as cluster-admin allow super-user access to perform any action on any resource. When used in a ClusterRoleBinding, it gives full control over every resource in the cluster and in all namespaces. When used in a RoleBinding, it gives full control over every resource in the rolebinding's namespace, including the namespace itself. Impact: Care should be taken before removing any clusterrolebindings from the environment to ensure they were not required for operation of the cluster. Specifically, modifications should not be made to clusterrolebindings with the system: prefix as they are required for the operation of system components.","Obtain a list of the principals who have access to the cluster-admin role by reviewing the clusterrolebinding output for each role binding that has access to the cluster- admin role. kubectl get clusterrolebindings -o=custom- columns=NAME:.metadata.name,ROLE:.roleRef.name,SUBJECT:.subjects[*].name Review each principal listed and ensure that cluster-admin privilege is required for it.","Identify all clusterrolebindings to the cluster-admin role. Check if they are used and if they need this role or if they could use a role with fewer privileges. Where possible, first bind users to a lower-privileged role and then remove the clusterrolebinding to the cluster-admin role : kubectl delete clusterrolebinding [name] Default Value: By default a single clusterrolebinding called cluster-admin is provided with the system:masters group as its principal. References: 1. https://kubernetes.io/docs/concepts/cluster-administration/ 2. https://kubernetes.io/docs/reference/access-authn-authz/rbac/",•  Level 1,"Care should be taken before removing any clusterrolebindings from the environment to ensure they were not required for operation of the cluster. Specifically, modifications should not be made to clusterrolebindings with the system: prefix as they are required for the operation of system components.",1. https://kubernetes.io/docs/concepts/cluster-administration/ 2. https://kubernetes.io/docs/reference/access-authn-authz/rbac/,Automated,HIGH,gcp_gke_clusterrolebinding_cluster_admin_audit,"The audit step—enumerating which principals have the `cluster-admin` role in GKE clusters—can be fully automated using the Kubernetes API via `kubectl`, provided you have cluster credentials. While this cannot be performed directly through the Google Cloud SDK (`gcloud`) or GCP REST APIs, it is still considered automated because `kubectl` access can be scripted and integrated into security tooling. Both AI opinions agree on the technical feasibility of automation, with the second opinion noting the need for proper cluster authentication, which is standard for any GKE RBAC audit.","- GCP Resource/Service: Google Kubernetes Engine (GKE) clusters / Kubernetes RBAC ClusterRoleBindings - API/CLI Method: Use `kubectl get clusterrolebindings -o=custom-columns=NAME:.metadata.name,ROLE:.roleRef.name,SUBJECT:.subjects[*].name` after authenticating to each cluster (e.g., via `gcloud container clusters get-credentials`) - Properties to Check: For each ClusterRoleBinding, check if `.roleRef.name` is `cluster-admin` and enumerate all `.subjects[*].name` - Pass Criteria: Only essential principals (as defined by organizational policy) are bound to the `cluster-admin` role - Fail Criteria: Any non-essential or unauthorized principals are bound to the `cluster-admin` role",,Yes,2025-10-29T14:28:01.330429
4.1.2,gcp_2_4_1_2,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Minimize access to secrets,"The Kubernetes API stores secrets, which may be service account tokens for the Kubernetes API or credentials used by workloads in the cluster. Access to these secrets should be restricted to the smallest possible group of users to reduce the risk of privilege escalation.",Inappropriate access to secrets stored within the Kubernetes cluster can allow for an attacker to gain additional access to the Kubernetes cluster or external resources whose credentials are stored as secrets. Impact: Care should be taken not to remove access to secrets to system components which require this for their operation,"Review the users who have get, list or watch access to secrets objects in the Kubernetes API.","Where possible, remove get, list and watch access to secret objects in the cluster. Default Value: CLUSTERROLEBINDING                                    SUBJECT TYPE            SA-NAMESPACE cluster-admin                                         system:masters Group system:controller:clusterrole-aggregation-controller  clusterrole- aggregation-controller  ServiceAccount  kube-system system:controller:expand-controller                   expand-controller ServiceAccount  kube-system system:controller:generic-garbage-collector           generic-garbage- collector           ServiceAccount  kube-system system:controller:namespace-controller                namespace-controller ServiceAccount  kube-system system:controller:persistent-volume-binder            persistent-volume- binder            ServiceAccount  kube-system system:kube-controller-manager                        system:kube-controller- manager      User",•  Level 1,Care should be taken not to remove access to secrets to system components which require this for their operation,,Automated,HIGH,gcp_gke_kubernetes_secrets_rbac_minimal_access,"The audit requirement—reviewing which users have get, list, or watch access to Kubernetes secrets—can be fully automated using Kubernetes APIs via `kubectl` and, where relevant, GCP IAM APIs for GKE clusters. Both the Kubernetes RBAC (Roles, ClusterRoles, RoleBindings, ClusterRoleBindings) and GCP IAM policies are programmatically accessible. While the second opinion notes the value of human review for ambiguous business justifications, the technical control itself (enumerating and verifying access) is entirely automatable using standard tools and APIs.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) clusters; Kubernetes RBAC resources (Roles, ClusterRoles, RoleBindings, ClusterRoleBindings); GCP IAM policies (optional for cross-verification). - **API/CLI Method:** - Use `kubectl get roles,clusterroles -o yaml --all-namespaces` to enumerate all RBAC definitions. - Parse for rules granting `get`, `list`, or `watch` on the `secrets` resource. - Use `kubectl get rolebindings,clusterrolebindings -o yaml --all-namespaces` to enumerate all bindings. - Map bindings to users, groups, or service accounts with access to secrets. - (Optional) Use `gcloud projects get-iam-policy` and/or IAM Policy Analyzer to check for GCP-level access to GKE secrets. - **Properties to Check:** - RBAC rules: `resources: [""secrets""]` and `verbs: [""get"", ""list"", ""watch""]` - Bindings: `subjects` (users, groups, service accounts) mapped to those roles/clusterroles. - **Pass Criteria:** - Only system-required accounts (e.g., system:masters, kube-system controllers) have access as per CIS default values. - No unauthorized users, groups, or service accounts have `get`, `list`, or `watch` on secrets. - **Fail Criteria:** - Any non-essential or unauthorized user, group, or service account is found with `get`, `list`, or `watch` access to secrets.",,Yes,2025-10-29T14:30:27.542818
4.1.4,gcp_2_4_1_4,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Ensure that default service accounts are not actively used,The default service account should not be used to ensure that rights granted to applications can be more easily audited and reviewed.,"Kubernetes provides a default service account which is used by cluster workloads where no specific service account is assigned to the pod. Where access to the Kubernetes API from a pod is required, a specific service account should be created for that pod, and rights granted to that service account. The default service account should be configured such that it does not provide a service account token and does not have any explicit rights assignments. Impact: All workloads which require access to the Kubernetes API will require an explicit service account to be created.","For each namespace in the cluster, review the rights assigned to the default service account and ensure that it has no roles or cluster roles bound to it apart from the defaults. Additionally ensure that the automountServiceAccountToken: false setting is in place for each default service account.",Create explicit service accounts wherever a Kubernetes workload requires specific access to the Kubernetes API server. Modify the configuration of each default service account to include this value automountServiceAccountToken: false Default Value: By default the default service account allows for its service account token to be mounted in pods in its namespace. References: 1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/,•  Level 1,All workloads which require access to the Kubernetes API will require an explicit service account to be created.,1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/,Automated,HIGH,gcp_gke_default_service_account_usage_restriction,"Both AI opinions agree that the audit steps for this control—enumerating namespaces, inspecting default service accounts, checking the `automountServiceAccountToken` property, and verifying role/clusterrole bindings—can be performed using Kubernetes APIs via `kubectl`, which is fully supported in GKE environments. These checks do not require manual inspection or console-only access, and all relevant data is accessible programmatically. While the second opinion suggests deeper GCP-native integration, the required compliance checks are achievable using standard Kubernetes CLI/API automation, which is the authoritative method for GKE resource inspection.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) - Kubernetes Namespaces and Service Accounts - **API/CLI Method:** - `kubectl get namespaces` - `kubectl get serviceaccount default -n <namespace> -o yaml` - `kubectl get rolebinding,clusterrolebinding -A --field-selector=subjects.name=default` - **Properties to Check:** - For each namespace, the `default` service account's `automountServiceAccountToken` property. - RoleBindings and ClusterRoleBindings referencing the `default` service account. - **Pass Criteria:** - `automountServiceAccountToken: false` is set for every `default` service account in all namespaces. - The `default` service account is not bound to any roles or cluster roles beyond Kubernetes system defaults (i.e., no custom RoleBinding or ClusterRoleBinding grants). - **Fail Criteria:** - Any `default` service account has `automountServiceAccountToken: true` or is unset (defaults to true). - Any non-default/custom RoleBinding or ClusterRoleBinding is associated with the `default` service account.",,Yes,2025-10-29T14:14:48.463097
4.1.5,gcp_2_4_1_5,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Ensure that Service Account Tokens are only mounted where necessary,Service accounts tokens should not be mounted in pods except where the workload running in the pod explicitly needs to communicate with the API server,"Mounting service account tokens inside pods can provide an avenue for privilege escalation attacks where an attacker is able to compromise a single pod in the cluster. Avoiding mounting these tokens removes this attack avenue. Impact: Pods mounted without service account tokens will not be able to communicate with the API server, except where the resource is available to unauthenticated principals.","Review pod and service account objects in the cluster and ensure that the option below is set, unless the resource explicitly requires this access. automountServiceAccountToken: false","Modify the definition of pods and service accounts which do not need to mount service account tokens to disable it. Default Value: By default, all pods get a service account token mounted in them. References: 1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/",•  Level 1,"Pods mounted without service account tokens will not be able to communicate with the API server, except where the resource is available to unauthenticated principals.",1. https://kubernetes.io/docs/tasks/configure-pod-container/configure-service- account/,Automated,HIGH,gcp_kubernetes_pod_automount_service_account_token_disabled,"Both AI opinions correctly identify that this control can be audited programmatically by querying the Kubernetes API for pod specifications, specifically the `automountServiceAccountToken` field. GCP's `gcloud` and `kubectl` tools allow for automated enumeration and inspection of all pods across all GKE clusters, making this check fully automatable without manual intervention.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) Pods - **API/CLI Method:** - Use `gcloud container clusters list` to enumerate clusters. - For each cluster, use `gcloud container clusters get-credentials <cluster-name>` to authenticate. - Use `kubectl get pods --all-namespaces -o json` to retrieve all pod specs. - **Properties to Check:** - For each pod, inspect the `spec.automountServiceAccountToken` field. - If not set at the pod level, check the associated service account's `automountServiceAccountToken` default. - **Pass Criteria:** - `spec.automountServiceAccountToken` is set to `false` for all pods that do not require API server access. - **Fail Criteria:** - Any pod that does not require API server access but has `spec.automountServiceAccountToken` set to `true` or unset (defaulting to `true`).",,Yes,2025-10-29T14:13:48.273295
4.1.6,gcp_2_4_1_6,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Avoid use of system:masters group,"The special group system:masters should not be used to grant permissions to any user or service account, except where strictly necessary (e.g. bootstrapping access prior to RBAC being fully available)","The system:masters group has unrestricted access to the Kubernetes API hard-coded into the API server source code. An authenticated user who is a member of this group cannot have their access reduced, even if all bindings and cluster role bindings which mention it, are removed. When combined with client certificate authentication, use of this group can allow for irrevocable cluster-admin level credentials to exist for a cluster. GKE includes the CertificateSubjectRestriction admission controller which rejects requests for the system:masters group. CertificateSubjectRestriction ""This admission controller observes creation of CertificateSigningRequest resources that have a spec.signerName of kubernetes.io/kube-apiserver-client. It rejects any request that specifies a 'group' (or 'organization attribute') of system:masters."" https://kubernetes.io/docs/reference/access- authn-authz/admission-controllers/#certificatesubjectrestriction Impact: Once the RBAC system is operational in a cluster system:masters should not be specifically required, as ordinary bindings from principals to the cluster-admin cluster role can be made where unrestricted access is required.",Review a list of all credentials which have access to the cluster and ensure that the group system:masters is not used.,"Remove the system:masters group from all users in the cluster. Default Value: By default some clusters will create a ""break glass"" client certificate which is a member of this group. Access to this client certificate should be carefully controlled and it should not be used for general cluster operations. References: 1. https://github.com/kubernetes/kubernetes/blob/master/pkg/registry/rbac/escalatio n_check.go#L38",•  Level 1,"Once the RBAC system is operational in a cluster system:masters should not be specifically required, as ordinary bindings from principals to the cluster-admin cluster role can be made where unrestricted access is required.",1. https://github.com/kubernetes/kubernetes/blob/master/pkg/registry/rbac/escalatio n_check.go#L38,Automated,HIGH,gcp_gke_cluster_system_masters_group_absence,"Both AI opinions correctly identify that this control can be fully automated using standard GCP and Kubernetes tooling. The required data—cluster role bindings and certificate subjects—are accessible via the Kubernetes API (`kubectl`) after authenticating with cluster credentials obtained through `gcloud`. This allows for programmatic enumeration and inspection of any bindings or certificates referencing the `system:masters` group, making manual inspection unnecessary.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) clusters - **API/CLI Method:** - Use `gcloud container clusters list` to enumerate all clusters. - Use `gcloud container clusters get-credentials <cluster>` to authenticate to each cluster. - Use `kubectl get clusterrolebindings -o json` and `kubectl get rolebindings --all-namespaces -o json` to list all role bindings. - Use `kubectl get csr -o json` to inspect certificate signing requests for group membership. - **Properties to Check:** - In `clusterrolebindings` and `rolebindings`, check `.subjects[].kind` and `.subjects[].name` for any reference to `system:masters`. - In certificate signing requests, check `.spec.username` and `.spec.groups[]` for membership in `system:masters`. - **Pass Criteria:** - No user, service account, or certificate is bound to or references the `system:masters` group except for documented, strictly necessary break-glass scenarios. - **Fail Criteria:** - Any user, service account, or certificate is found to be a member of the `system:masters` group outside of documented exceptions.",,Yes,2025-10-29T14:16:27.193243
4.1.7,gcp_2_4_1_7,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,"Limit use of the Bind, Impersonate and Escalate permissions in the Kubernetes cluster","Cluster roles and roles with the impersonate, bind or escalate permissions should not be granted unless strictly required. Each of these permissions allow a particular subject to escalate their privileges beyond those explicitly granted by cluster administrators","The impersonate privilege allows a subject to impersonate other users gaining their rights to the cluster. The bind privilege allows the subject to add a binding to a cluster role or role which escalates their effective permissions in the cluster. The escalate privilege allows a subject to modify cluster roles to which they are bound, increasing their rights to that level. Each of these permissions has the potential to allow for privilege escalation to cluster- admin level. Impact: There are some cases where these permissions are required for cluster service operation, and care should be taken before removing these permissions from system service accounts.","Review the users who have access to cluster roles or roles which provide the impersonate, bind or escalate privileges.","Where possible, remove the impersonate, bind and escalate rights from subjects. Default Value: In a default kubeadm cluster, the system:masters group and clusterrole-aggregation- controller service account have access to the escalate privilege. The system:masters group also has access to bind and impersonate. References: 1. https://www.impidio.com/blog/kubernetes-rbac-security-pitfalls 2. https://raesene.github.io/blog/2020/12/12/Escalating_Away/ 3. https://raesene.github.io/blog/2021/01/16/Getting-Into-A-Bind-with-Kubernetes/",•  Level 1,"There are some cases where these permissions are required for cluster service operation, and care should be taken before removing these permissions from system service accounts.",1. https://www.impidio.com/blog/kubernetes-rbac-security-pitfalls 2. https://raesene.github.io/blog/2020/12/12/Escalating_Away/ 3. https://raesene.github.io/blog/2021/01/16/Getting-Into-A-Bind-with-Kubernetes/,Automated,HIGH,gcp_gke_kubernetes_rbac_privilege_escalation_permissions,"This control requires reviewing Kubernetes RBAC roles and bindings for the ""bind"", ""impersonate"", and ""escalate"" permissions. While the Google Cloud SDK (gcloud) does not provide direct access to in-cluster RBAC objects, this audit can be fully automated using the Kubernetes API via `kubectl`, which is the standard and supported method for GKE clusters. Both AI opinions agree on the feasibility of automation using `kubectl`, and this is consistent with industry practice for GKE RBAC audits.","- GCP Resource/Service: Google Kubernetes Engine (GKE) clusters – Kubernetes RBAC roles and bindings - API/CLI Method: - Use `kubectl get roles,clusterroles -o yaml` and `kubectl get rolebindings,clusterrolebindings -o yaml` (or `-o json`) against the GKE cluster. - Parse the output for rules containing the verbs: `bind`, `impersonate`, or `escalate`. - Identify all subjects (users, groups, service accounts) bound to these roles. - Properties to Check: - `.rules[].verbs` in Role and ClusterRole definitions for the presence of `bind`, `impersonate`, or `escalate`. - `.subjects[]` in RoleBinding and ClusterRoleBinding objects for mapping roles to users/service accounts. - Pass Criteria: - Only system accounts (e.g., `system:masters`, `clusterrole-aggregation-controller`) have these permissions. - Fail Criteria: - Any non-system user, group, or service account is granted a role or clusterrole with `bind`, `impersonate`, or `escalate` permissions.",,Yes,2025-10-29T14:03:03.084758
4.1.8,gcp_2_4_1_8,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Avoid bindings to system:anonymous,Avoid ClusterRoleBindings nor RoleBindings with the user system:anonymous.,Kubernetes assigns user system:anonymous to API server requests that have no authentication information provided. Binding a role to user system:anonymous gives any unauthenticated user the permissions granted by that role and is strongly discouraged. Impact: Unauthenticated users will have privileges and permissions associated with roles associated with the configured bindings. Care should be taken before removing any clusterrolebindings or rolebindings from the environment to ensure they were not required for operation of the cluster. Use a more specific and authenticated user for cluster operations.,"Both CusterRoleBindings and RoleBindings should be audited. Use the following command to confirm there are no ClusterRoleBindings to system:anonymous: $ kubectl get clusterrolebindings -o json   | jq -r '[""Name""], [""-----""], (.items[] | select((.subjects | length) > 0) | select(any(.subjects[]; .name == ""system:anonymous"")) | [.metadata.namespace, .metadata.name]) | @tsv' There should be no ClusterRoleBindings listed. If any bindings exist, review their permissions with the following command and reassess their privilege. $ kubectl get clusterrolebinding [CLUSTER_ROLE_BINDING_NAME] -o json \ | jq ' .roleRef.name +"" "" + .roleRef.kind' \ | sed -e 's/""//g' \ | xargs -l bash -c 'kubectl get $1 $0 -o yaml' Confirm that there are no RoleBindings including the system:anonymous user: $ kubectl get rolebindings -A -o json \ | jq -r '[""Namespace"", ""Name""], [""---------"", ""-----""], (.items[] | select((.subjects | length) > 0) | select(any(.subjects[]; .name == ""system:anonymous"")) | [.metadata.namespace, .metadata.name]) | @tsv' There should be no RoleBindings listed. If any bindings exist, review their permissions with the following command and reassess their privilege. $ kubectl get rolebinding [ROLE_BINDING_NAME] --namespace [ROLE_BINDING_NAMESPACE] -o json \ | jq ' .roleRef.name +"" "" + .roleRef.kind' \ | sed -e 's/""//g' \ | xargs -l bash -c 'kubectl get $1 $0 -o yaml --namespace [ROLE_BINDING_NAMESPACE]'","Identify all clusterrolebindings and rolebindings to the user system:anonymous. Check if they are used and review the permissions associated with the binding using the commands in the Audit section above or refer to GKE documentation. Strongly consider replacing unsafe bindings with an authenticated, user-defined group. Where possible, bind to non-default, user-defined groups with least-privilege roles. If there are any unsafe bindings to the user system:anonymous, proceed to delete them after consideration for cluster operations with only necessary, safer bindings. kubectl delete clusterrolebinding [CLUSTER_ROLE_BINDING_NAME] kubectl delete rolebinding [ROLE_BINDING_NAME] --namespace [ROLE_BINDING_NAMESPACE] Default Value: No clusterrolebindings nor rolebindings with user system:anonymous. References: 1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/#discovery-roles",•  Level 2,Unauthenticated users will have privileges and permissions associated with roles associated with the configured bindings. Care should be taken before removing any clusterrolebindings or rolebindings from the environment to ensure they were not required for operation of the cluster. Use a more specific and authenticated user for cluster operations.,1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/#discovery-roles,Automated,HIGH,gcp_gke_rbac_no_system_anonymous_bindings,"Both AI opinions correctly identify that this control can be fully audited using automated means, specifically via the Kubernetes API using `kubectl` to enumerate and inspect ClusterRoleBindings and RoleBindings for the presence of `system:anonymous`. GCP’s GKE exposes the Kubernetes API, and all required RBAC data is accessible programmatically. No manual steps are needed unless a finding is detected.","- GCP Resource/Service: Google Kubernetes Engine (GKE) clusters – specifically Kubernetes RBAC resources: ClusterRoleBindings and RoleBindings. - API/CLI Method: Use `kubectl get clusterrolebindings -o json` and `kubectl get rolebindings -A -o json` (or equivalent Kubernetes API calls) to retrieve all bindings, then filter for any subject with `name: system:anonymous`. - Properties to Check: - `.subjects[].name` in both ClusterRoleBindings and RoleBindings. - Pass Criteria: - No ClusterRoleBindings or RoleBindings in any namespace have a subject with `name: system:anonymous`. - Fail Criteria: - Any ClusterRoleBinding or RoleBinding is found with a subject where `name` is `system:anonymous`.",,Yes,2025-10-29T13:58:18.219117
4.1.9,gcp_2_4_1_9,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Avoid non-default bindings to system:unauthenticated,"Avoid non-default ClusterRoleBindings and RoleBindings with the group system:unauthenticated, except the ClusterRoleBinding system:public-info- viewer.",Kubernetes assigns the group system:unauthenticated to API server requests that have no authentication information provided. Binding a role to this group gives any unauthenticated user the permissions granted by that role and is strongly discouraged. Impact: Unauthenticated users will have privileges and permissions associated with roles associated with the configured bindings. Care should be taken before removing any non-default clusterrolebindings or rolebindings from the environment to ensure they were not required for operation of the cluster. Leverage a more specific and authenticated user for cluster operations.,"Both CusterRoleBindings and RoleBindings should be audited. Use the following command to confirm there are no non-default ClusterRoleBindings to group system:unauthenticated: $ kubectl get clusterrolebindings -o json   | jq -r '[""Name""], [""-----""], (.items[] | select((.subjects | length) > 0) | select(any(.subjects[]; .name == ""system:unauthenticated"")) | [.metadata.namespace, .metadata.name]) | @tsv' Only the following default ClusterRoleBinding should be displayed: Name ----- system:public-info-viewer If any non-default bindings exist, review their permissions with the following command and reassess their privilege. $ kubectl get clusterrolebinding [CLUSTER_ROLE_BINDING_NAME] -o json \ | jq ' .roleRef.name +"" "" + .roleRef.kind' \ | sed -e 's/""//g' \ | xargs -l bash -c 'kubectl get $1 $0 -o yaml' Confirm that there are no RoleBindings including the system:unauthenticated group: $ kubectl get rolebindings -A -o json \ | jq -r '[""Namespace"", ""Name""], [""---------"", ""-----""], (.items[] | select((.subjects | length) > 0) | select(any(.subjects[]; .name == ""system:unauthenticated"")) | [.metadata.namespace, .metadata.name]) | @tsv' There should be no RoleBindings listed. If any bindings exist, review their permissions with the following command and reassess their privilege. $ kubectl get rolebinding [ROLE_BINDING_NAME] --namespace [ROLE_BINDING_NAMESPACE] -o json \ | jq ' .roleRef.name +"" "" + .roleRef.kind' \ | sed -e 's/""//g' \ | xargs -l bash -c 'kubectl get $1 $0 -o yaml --namespace [ROLE_BINDING_NAMESPACE]'","Identify all non-default clusterrolebindings and rolebindings to the group system:unauthenticated. Check if they are used and review the permissions associated with the binding using the commands in the Audit section above or refer to GKE documentation. Strongly consider replacing non-default, unsafe bindings with an authenticated, user- defined group. Where possible, bind to non-default, user-defined groups with least- privilege roles. If there are any non-default, unsafe bindings to the group system:unauthenticated, proceed to delete them after consideration for cluster operations with only necessary, safer bindings. kubectl delete clusterrolebinding [CLUSTER_ROLE_BINDING_NAME] kubectl delete rolebinding [ROLE_BINDING_NAME] -- namespace [ROLE_BINDING_NAMESPACE] Default Value: ClusterRoleBindings with group system:unauthenticated: • system:public-info-viewer No RoleBindings with the group system:unauthenticated. References: 1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/#discovery-roles",•  Level 1,Unauthenticated users will have privileges and permissions associated with roles associated with the configured bindings. Care should be taken before removing any non-default clusterrolebindings or rolebindings from the environment to ensure they were not required for operation of the cluster. Leverage a more specific and authenticated user for cluster operations.,1. https://kubernetes.io/docs/reference/access-authn-authz/rbac/#discovery-roles,Automated,HIGH,gcp_gke_rbac_nondefault_unauthenticated_bindings_absent,"This control can be fully and reliably audited using automated means, specifically via the Kubernetes API, which is accessible in GKE clusters using `kubectl`—a standard, supported tool for GKE environments. While the first opinion focused on Kubernetes-native tooling and the second opinion noted the lack of GCP-native API usage, GKE exposes all RBAC resources through the Kubernetes API, and `kubectl` is the authoritative interface for these checks. There is no need for manual inspection, as all required data is programmatically accessible.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) RBAC (ClusterRoleBindings and RoleBindings) - **API/CLI Method:** - `kubectl get clusterrolebindings -o json` - `kubectl get rolebindings -A -o json` (Both can be executed via Cloud Shell, GKE Workloads menu, or via GCP API proxy endpoints if needed) - **Properties to Check:** - For each ClusterRoleBinding and RoleBinding, inspect `.subjects[]` for any entry where `.name == ""system:unauthenticated""`. - For ClusterRoleBindings, only allow the default `system:public-info-viewer` binding. - For RoleBindings, no bindings to `system:unauthenticated` should exist. - **Pass Criteria:** - No ClusterRoleBindings to `system:unauthenticated` exist except `system:public-info-viewer`. - No RoleBindings to `system:unauthenticated` exist in any namespace. - **Fail Criteria:** - Any non-default ClusterRoleBinding or any RoleBinding is found with a subject named `system:unauthenticated`.",,Yes,2025-10-29T14:02:07.483544
4.2.1,gcp_2_4_2_1,CIS GOOGLE KUBERNETES ENGINE (GKE) BENCHMARK V1.7.0 PDF,Ensure that the cluster enforces Pod Security Standard Baseline profile or stricter for all namespaces.,The Pod Security Standard Baseline profile defines a baseline for container security. You can enforce this by using the built-in Pod Security Admission controller.,"Without an active mechanism to enforce the Pod Security Standard Baseline profile, it is not possible to limit the use of containers with access to underlying cluster nodes, via mechanisms like privileged containers, or the use of hostPath volume mounts. Impact: Enforcing a baseline profile will limit the use of containers.","diff <(kubectl get namespace -l pod-security.kubernetes.io/enforce=baseline -o jsonpath='{range .items[ ]}{.metadata.name}{""\n""}') <(kubectl get namespace -o jsonpath='{range .items[ ]}{.metadata.name}{""\n""}')","Ensure that Pod Security Admission is in place for every namespace which contains user workloads. Run the following command to enforce the Baseline profile in a namespace: kubectl label namespace pod-security.kubernetes.io/enforce=baseline Default Value: By default, Pod Security Admission is enabled but no policies are in place.",•  Level 1,Enforcing a baseline profile will limit the use of containers.,,Automated,HIGH,gcp_gke_cluster_pod_security_baseline_enforcement,"Both AI opinions agree that this control can be audited in an automated fashion. The audit steps can be fully automated using a combination of `kubectl` (for namespace label checks) and GCP-native tooling (`gcloud` CLI or GKE API) to verify that the Pod Security Admission (PSA) controller is enabled at the cluster level. GCP exposes all necessary properties via its APIs, making full automation feasible and reliable for compliance validation.","- **GCP Resource/Service:** Google Kubernetes Engine (GKE) Clusters and Kubernetes Namespaces - **API/CLI Method:** - Use `gcloud container clusters describe <cluster-name> --region <region>` to verify that the PSA controller is enabled (`podSecurityPolicyConfig` or equivalent PSA settings). - Use `kubectl get namespace -o jsonpath='{range .items[*]}{.metadata.name}{""\n""}{end}'` to list all namespaces. - Use `kubectl get namespace -l pod-security.kubernetes.io/enforce=baseline -o jsonpath='{range .items[*]}{.metadata.name}{""\n""}{end}'` to list namespaces with the baseline enforcement label. - **Properties to Check:** - Cluster-level: PSA controller is enabled (look for PSA-related config in cluster description). - Namespace-level: Each namespace with user workloads has the label `pod-security.kubernetes.io/enforce=baseline`. - **Pass Criteria:** - The GKE cluster has PSA enabled. - All user workload namespaces have the `pod-security.kubernetes.io/enforce=baseline` label. - **Fail Criteria:** - PSA is not enabled at the cluster level, or - Any user workload namespace is missing the required label.",,Yes,2025-10-29T14:22:34.959562
