id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1.1.1,gcp_1_1_1_1_1,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure mounting of udf filesystems is disabled,The udf filesystem type is the universal disk format used to implement ISO/IEC 13346 and ECMA-167 specifications. This is an open vendor filesystem type for data storage on a broad range of media. This filesystem type is necessary to support writing DVDs and newer optical disc formats.,"Removing support for unneeded filesystem types reduces the local attack surface of the system. If this filesystem type is not needed, disable it.",Run the following commands and verify the output is as indicated: # modprobe -n -v udf install /bin/true # lsmod | grep udf <No output>,Edit or create a file in the /etc/modprobe.d/ directory ending in .conf Example: vim /etc/modprobe.d/udf.conf and add the following line: install udf /bin/true Run the following command to unload the udf module: # rmmod udf,,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires OS-level inspection (kernel module configuration and loaded modules) that is not accessible via any GCP API, gcloud command, or GCP-native service. The only way to verify compliance is by directly connecting to each instance and running the specified commands, as GCP does not expose kernel module status or configuration file contents through its APIs.",,"1. **Connect to the Container-Optimized OS Instance:** - Use SSH to connect to each relevant GCP VM instance: `gcloud compute ssh INSTANCE_NAME --zone ZONE` 2. **Check UDF Filesystem Module Configuration:** - Run: `modprobe -n -v udf` - Confirm the output is: `install /bin/true` 3. **Check if UDF Module is Loaded:** - Run: `lsmod | grep udf` - Confirm there is no output (the module is not loaded) 4. **Validate Configuration File:** - Open `/etc/modprobe.d/udf.conf` and verify it contains: `install udf /bin/true` 5. **Document Compliance:** - Record the results for each instance checked, confirming all above conditions are met.",Yes,2025-10-29T14:26:28.605029
1.1.2,gcp_1_1_1_2,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure /tmp is configured,The /tmp directory is a world-writable directory used for temporary storage by all users and some applications.,"Making /tmp its own file system allows an administrator to set the noexec option on the mount, making /tmp useless for an attacker to install executable code. It would also prevent an attacker from establishing a hardlink to a system setuid program and wait for it to be updated. Once the program was updated, the hardlink would be broken and the attacker would have his own copy of the program. If the program happened to have a security vulnerability, the attacker could continue to exploit the known flaw. This can be accomplished by either mounting tmpfs to /tmp, or creating a separate partition for /tmp. Impact: Since the /tmp directory is intended to be world-writable, there is a risk of resource exhaustion if it is not bound to a separate partition. Running out of /tmp space is a problem regardless of what kind of filesystem lies under it, but in a default installation a disk-based /tmp will essentially have the whole disk available, as it only creates a single / partition. On the other hand, a RAM-based /tmp as with tmpfs will almost certainly be much smaller, which can lead to applications filling up the filesystem much more easily. /tmp utilizing tmpfs can be resized using the size={size} parameter on the Options line on the tmp.mount file","Run the following command and verify output shows /tmp is mounted: # mount | grep -E '\s/tmp\s' tmpfs on /tmp type tmpfs (rw,nosuid,nodev,noexec,relatime) Run the following command and verify that output shows static # systemctl is-enabled tmp.mount static","Run the following commands to configure mount options systemctl edit tmp.mount Edit the file to define the options that needs to be set. For example: [Mount] Options= Options=mode=1777,strictatime,noexec,nodev,nosuid Restart the tmp.mount systemctl daemon-reload # might be optional systemctl restart tmp.mount /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot. References: 1. AJ Lewis, ""LVM HOWTO"", http://tldp.org/HOWTO/LVM-HOWTO/ 2. https://www.freedesktop.org/wiki/Software/systemd/APIFileSystems/",,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires verification of the `/tmp` mount configuration inside the guest OS of a Container-Optimized OS instance. GCP APIs, Google Cloud SDK, and GCP Config do not expose runtime mount options or systemd unit states within the guest OS. These details are only accessible via direct OS-level commands (e.g., `mount`, `systemctl`) after SSH access. Therefore, automation via GCP-native tools is not possible for this control.",,"1. **SSH into the Instance:** - Use the GCP Console or `gcloud compute ssh` to access the Container-Optimized OS instance. 2. **Verify /tmp Mount:** - Run: `mount | grep -E '\s/tmp\s'` - Confirm that `/tmp` is mounted as a separate `tmpfs` filesystem with the options: `rw,nosuid,nodev,noexec,relatime`. 3. **Check tmp.mount Status:** - Run: `systemctl is-enabled tmp.mount` - Ensure the output is `static`. 4. **Review Mount Options:** - Optionally, run `systemctl cat tmp.mount` or `systemctl edit tmp.mount` to inspect that the `Options=` line includes `mode=1777,strictatime,noexec,nodev,nosuid`. 5. **Expected Secure Configuration:** - `/tmp` must be a separate mount point with the above options set for security. 6. **Confirm Compliance:** - Only if all the above checks pass, the instance is compliant.",Yes,2025-10-29T14:28:18.134616
1.1.3,gcp_1_1_1_3,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nodev option set on /tmp partition,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /tmp filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /tmp .",Verify that the nodev option is set if a /tmp partition exists Run the following command and verify that nothing is returned: # mount | grep -E '\s/tmp\s' | grep -v nodev,"Run the following command to remount /tmp : # mount -o remount,nodev /tmp /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires verification of the `nodev` mount option on the `/tmp` partition within the guest OS of a Container-Optimized OS (COS) VM. There is no GCP API, gcloud command, or GCP-native tool that can directly query or enforce the mount options of a running VM's filesystems. This check must be performed from within the instance itself, typically via SSH, as the required information is not exposed to GCP management layers.",,"1. **Identify the Target Instance:** - In the Google Cloud Console, navigate to Compute Engine > VM instances. - Locate the VM running Container-Optimized OS that you wish to audit. 2. **Access the Instance:** - SSH into the instance using the Cloud Console or via command line: ```bash gcloud compute ssh <INSTANCE_NAME> --zone=<ZONE> ``` 3. **Verify Mount Options:** - Run the following command inside the instance: ```bash mount | grep -E '\s/tmp\s' | grep -v nodev ``` - **What to verify:** The command should return nothing. If it returns output, the `/tmp` partition is missing the `nodev` option and is non-compliant. 4. **Expected Secure Configuration:** - The `/tmp` partition must have the `nodev` option set in its mount options. 5. **Confirm Compliance:** - Document the command output as evidence. - If remediation is needed, remount `/tmp` with the `nodev` option: ```bash sudo mount -o remount,nodev /tmp ``` - Note: This change is not persistent across reboots on COS and must be re-applied after every boot.",Yes,2025-10-29T14:21:40.169749
1.1.4,gcp_1_1_1_4,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nosuid option set on /tmp partition,The nosuid mount option specifies that the filesystem cannot contain setuid files.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot create setuid files in /tmp .",Verify that the nosuid option is set if a /tmp partition exists Run the following command and verify that nothing is returned: # mount | grep -E '\s/tmp\s' | grep -v nosuid,"Run the following command to remount /tmp : # mount -o remount,nosuid /tmp /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that verifying the nosuid mount option on the /tmp partition requires direct inspection within the guest OS of the VM. GCP APIs, including the Google Cloud SDK (gcloud), do not expose live mount options for filesystems inside running instances. There is no GCP-native method to retrieve this information without SSH access to the instance, making automation via GCP APIs impossible for this control.",,"1. SSH into the target GCP VM instance running Container-Optimized OS using the GCP Console or the command: `gcloud compute ssh <INSTANCE_NAME> --zone=<ZONE>` 2. Run the following command to check the mount options for the /tmp partition: `mount | grep -E '\s/tmp\s' | grep -v nosuid` 3. Review the output: - If nothing is returned, the nosuid option is set and the instance is compliant. - If any output is returned, the nosuid option is missing and remediation is required. 4. Remediate if necessary by running: `sudo mount -o remount,nosuid /tmp` (Note: This change is not persistent across reboots on Container-Optimized OS.) 5. Document the result for compliance records.",Yes,2025-10-29T14:20:02.108920
1.1.5,gcp_1_1_1_5,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure noexec option set on /tmp partition,The noexec mount option specifies that the filesystem cannot contain executable binaries.,"Since the /tmp filesystem is only intended for temporary file storage, set this option to ensure that users cannot run executable binaries from /tmp .",Verify that the noexec option is set if a /tmp partition exists Run the following command and verify that nothing is returned: # mount | grep -E '\s/tmp\s' | grep -v noexec,"Run the following command to remount /tmp : # mount -o remount,noexec /tmp /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires direct inspection of the OS-level mount options on the Container-Optimized OS instance, which is not exposed via any GCP API, gcloud command, or GCP-native automation tool. GCP APIs and SDKs do not provide visibility into in-guest filesystem mount options, and the only way to verify the `noexec` flag on `/tmp` is by executing commands within the guest OS itself.",,"1. SSH into the target Container-Optimized OS instance using either the Google Cloud Console or the following CLI command: ```bash gcloud compute ssh <INSTANCE_NAME> --zone <ZONE> ``` 2. On the instance, run the following command to check the mount options for `/tmp`: ```bash mount | grep -E '\s/tmp\s' | grep -v noexec ``` 3. Verify that the command returns no output. If nothing is returned, the `noexec` option is set correctly on `/tmp`. 4. Document the result for compliance evidence.",Yes,2025-10-29T14:07:39.786936
1.1.6,gcp_1_1_1_6,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nosuid option set on /var partition,The nosuid mount option specifies that the filesystem cannot contain setuid files.,"Since the /var filesystem is only intended for temporary dynamic data, set this option to ensure that users cannot create setuid files in /var.",Verify that the nosuid option is set if a /var partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/var\s' | grep -v nosuid,"Run the following command to remount /var : # mount -o remount,nosuid /var /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires verification of an OS-level mount option (`nosuid` on `/var`) within the running instance. GCP APIs, Google Cloud SDK, and related tools do not expose or allow querying of live mount options inside the guest OS. No GCP-native automation or API exists to retrieve or validate this information remotely; it requires direct access to the instance's shell.",,"1. SSH into the target Container Optimized OS instance using the GCP Console or your terminal: - From the GCP Console: Go to Compute Engine > VM instances > [Instance Name] > SSH. - Or, use: ```bash gcloud compute ssh [INSTANCE_NAME] --zone=[ZONE] ``` 2. Run the following command to check the mount options for `/var`: ```bash mount | grep -E '\s/var\s' | grep -v nosuid ``` 3. Review the output: - **Expected secure configuration:** The command should return no output, indicating that `/var` is mounted with the `nosuid` option. - **Non-compliance:** If any output is returned, `/var` is not mounted with `nosuid`, and remediation is required. 4. Document the result for audit purposes.",Yes,2025-10-29T14:31:13.957293
1.1.7,gcp_1_1_1_7,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure noexec option set on /var partition,The noexec mount option specifies that the filesystem cannot contain executable binaries.,"Since the /var filesystem is only intended for services to write data and not execute, set this option to ensure that users cannot run executable binaries from /var.",Verify that the noexec option is set if a /var partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/var\s' | grep -v noexec,"Run the following command to remount /var : # mount -o remount,noexec /var /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that verifying the noexec mount option on the /var partition is only possible by executing OS-level commands inside the running instance. GCP APIs, gcloud CLI, or any external automation tools do not expose live mount options for guest filesystems. Therefore, this control cannot be audited or enforced through automated GCP-native methods and requires direct manual inspection.",,"1. SSH into the target GCP instance running Container-Optimized OS. 2. Run the following command to check the mount options for the /var partition: ```bash mount | grep -E '\s/var\s' | grep -v noexec ``` 3. If the command returns no output, the /var partition is mounted with the noexec option and is compliant. 4. If the command returns output, /var is not mounted with the noexec option and is non-compliant. 5. If remediation is needed, remount /var with the noexec option using: ```bash mount -o remount,noexec /var ``` Note: This change is not persistent across reboots on Container-Optimized OS and must be reapplied after each boot.",Yes,2025-10-29T14:00:35.392085
1.1.8,gcp_1_1_1_8,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nodev option set on /var partition,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /var filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices in /var .",Verify that the nodev option is set if a /var partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/var\s' | grep -v nodev,"Run the following command to remount /var : # mount -o remount,nodev /var /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that verifying the `nodev` mount option on the `/var` partition requires OS-level inspection inside the VM, which is not exposed via any GCP API, gcloud command, or GCP-native monitoring/configuration tool. GCP APIs provide metadata about VM resources but do not surface live mount options from within the guest OS. Therefore, compliance must be checked by logging into the instance and running the specified command.",,"1. SSH into the GCP instance running Google Container-Optimized OS using the GCP Console or your preferred SSH client. 2. Run the following command to check the current mount options for the `/var` partition: ```sh mount | grep -E '\s/var\s' | grep -v nodev ``` 3. Verify the output: - **No output:** The `nodev` option is set for `/var` (compliant). - **Any output:** The `nodev` option is NOT set (non-compliant). 4. If non-compliant, remediate by running: ```sh mount -o remount,nodev /var ``` Note: This change is not persistent across reboots on Container-Optimized OS. 5. Document the results for audit purposes.",Yes,2025-10-29T14:01:30.333019
1.1.9,gcp_1_1_1_9,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nodev option set on /home partition,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the user partitions are not intended to support devices, set this option to ensure that users cannot attempt to create block or character special devices.",Verify that the nodev option is set if a /home partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/home\s' | grep -v nodev,"Run the following command to remount /var : # mount -o remount,nodev /home /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot. Additional Information: The actions in this recommendation refer to the /home partition, which is the default user partition that is defined in many distributions. If you have created other user partitions, it is recommended that the Remediation and Audit steps be applied to these partitions as well.",,,,Manual,HIGH,,"Both AI opinions correctly identify that verifying the `nodev` mount option on the `/home` partition requires in-guest OS-level inspection, which is not exposed through any GCP-native API, Google Cloud SDK, or CLI. GCP APIs do not provide visibility into real-time mount options within VM instances, and no GCP service can natively automate this check without SSH access and manual command execution.",,"1. **SSH into the Google Compute Engine instance** running Container-Optimized OS using the Google Cloud Console or your terminal: - Example: ```bash gcloud compute ssh <INSTANCE_NAME> --zone=<ZONE> ``` 2. **Run the following command** to check the mount options for the `/home` partition: ```bash mount | grep -E '\s/home\s' | grep -v nodev ``` 3. **Verify the output:** - If the command returns nothing, the `nodev` option is set and the instance is compliant. - If any output is returned, the `nodev` option is missing and remediation is required. 4. **Expected secure configuration:** - `/home` must be mounted with the `nodev` option to prevent users from creating special device files. 5. **Confirm compliance:** - Document the result of the command and confirm that the `nodev` option is present for `/home`.",Yes,2025-10-29T14:33:16.668681
1.1.10,gcp_1_1_1_10,CIS GOOGLE CONTAINER OPTIMIZED OS BENCHMARK V1.2.0,Ensure nodev option set on /dev/shm partition,The nodev mount option specifies that the filesystem cannot contain special devices.,"Since the /dev/shm filesystem is not intended to support devices, set this option to ensure that users cannot attempt to create special devices in /dev/shm partitions.",Verify that the nodev option is set if a /dev/shm partition exists. Run the following command and verify that nothing is returned: # mount | grep -E '\s/dev/shm\s' | grep -v nodev,"Run the following command to remount /dev/shm : # mount -o remount,nodev /dev/shm /etc is stateless on Container-Optimized OS. Therefore, /etc cannot be used to make these changes persistent across reboots. The steps mentioned above needs to be performed after every boot.",,,,Manual,HIGH,,"Both AI opinions correctly identify that this control requires verification of the mount options for the `/dev/shm` partition within the guest OS of a running VM. GCP APIs, Google Cloud SDK, and related tools do not provide visibility into the runtime mount options of filesystems inside a VM instance. This check must be performed from within the OS itself, typically via SSH, as there is no GCP-native method to automate this audit.",,"1. SSH into the target VM instance running Container-Optimized OS. 2. Run the following command to check the mount options for `/dev/shm`: ``` mount | grep -E '\s/dev/shm\s' | grep -v nodev ``` 3. Confirm that the command returns no output. If there is output, the `nodev` option is not set and remediation is required. 4. If remediation is needed, run: ``` mount -o remount,nodev /dev/shm ``` (Note: This must be repeated after every reboot, as /etc is stateless on Container-Optimized OS.) 5. Document whether the `nodev` option was set or if remediation was performed.",Yes,2025-10-29T14:13:39.944123
