id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
2.1,aws_1_2_1,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Amazon VPC (Virtual Private Cloud) has been created,"Amazon VPCs allow you to launch AWS resources into a defined virtual network, providing network isolation and controlling inbound and outbound traffic. Here’s a step- by-step guide on how to create an Amazon Virtual Private Cloud (VPC):",Impact: User would be required to have an AWS account to access AWS resources.,"1. Sign in to the AWS Management Console Sign in to the AWS Management Console at https://console.aws.amazon.com/ with your AWS account credentials. 2. Open the Amazon VPC Console Navigate to the service using the Find Services search bar or by directly accessing the console at https://console.aws.amazon.com/vpc/. 3. Create a VPC In the Amazon VPC console, click Your VPCs in the left-hand navigation menu. • Click on the Create VPC button. • Provide a name and CIDR block for your VPC. The CIDR block defines the IP address range for your VPC. • Configure any additional settings, such as enabling DNS hostnames or DNS resolution. • Click on the Create button to create the VPC. 4. Create Subnets In the Amazon VPC console • Click on Subnets in the navigation menu. • Click on the Create subnet button. • Select the VPC you created in the previous step. • Provide a name and CIDR block for the subnet. The CIDR block should be a subset of the VPC's CIDR block. • Specify the availability zone where you want the subnet to be located. • Click on the Create button to create the subnet.  • Repeat these steps to create additional subnets if needed. 5. Create Security Groups In the Amazon VPC console, click Security Groups in the navigation menu. • Click on the Create security group button. • Provide a name and description for the security group. • Select the VPC you created earlier. • Configure inbound and outbound rules to allow the necessary network traffic for your Aurora database. • Click on the Create button to create the security group.",Follow the AWS documentation and create an AWS account to create a VPC (Virtual Private Cloud). References: 1. https://aws.amazon.com/products/databases/ 2. https://console.aws.amazon.com/vpc/,•  Level 1,User would be required to have an AWS account to access AWS resources.,1. https://aws.amazon.com/products/databases/ 2. https://console.aws.amazon.com/vpc/,Automated,HIGH,aws_ec2_vpc_existence_check,"Both AI opinions correctly identify that the existence of an Amazon VPC can be programmatically verified using AWS APIs such as boto3 or the AWS CLI. The required property (existence of at least one VPC in the account/region) is directly exposed via the `describe_vpcs()` API call, making this control fully automatable. There is no need for manual inspection, as all necessary data is available through AWS SDKs.","- AWS Resource/Service: EC2 (VPCs) - API/CLI Method: boto3 ec2.describe_vpcs() or AWS CLI aws ec2 describe-vpcs - Properties to Check: The returned list of VPCs (response field: Vpcs[]) - Pass Criteria: At least one VPC object exists in the Vpcs[] list for the account/region being checked. - Fail Criteria: The Vpcs[] list is empty, indicating no VPCs exist in the account/region.",,Yes,2025-10-28T20:10:48.839609
2.2,aws_1_2_2,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure the Use of Security Groups,"Security groups act as a firewall for associated Amazon RDS DB instances, controlling both inbound and outbound traffic. Here is a step-by-step guide on how to create and use Security Groups for an Amazon Aurora instance:","Creating your severity group either inbound or outbound rules. Inbound rules allow an individual to create a rule that permits the traffic to go to a specific port depending on which source it’s coming from. Outbound rules enable your instances to connect with one another allow them to connect to the internet. If needed, you can limit the outgoing traffic.","1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com. 2. Navigate to Amazon EC2 Dashboard Once you have logged in to the AWS Management Console, navigate to the EC2 service. You can find this under the Compute category. 3. Create a New Security Group • In the EC2 Dashboard, find the Network & Security section on the left-side navigation pane, then click Security Groups. • Click on the Create Security Group button. 4. Configure the New Security Group • In the Create Security Group panel, give your new security group a name and a description. • Select the VPC in which your Amazon Aurora instance will be deployed. • Then click Create. 5. Add Rules to the Security Group After creating the Security Group, you can add inbound and outbound rules. For Inbound Rules: • Click on the Inbound rules tab, then click Edit inbound rules.  • Click Add Rule. For the type, select MYSQL/Aurora. For the source, you can specify the IP addresses allowed to access your Amazon Aurora instance. For Outbound Rules: • Click on the Outbound rules tab, then click Edit outbound rules. Outbound rules allow your instances to communicate with other instances or access the internet. You can restrict outbound traffic if necessary. In most cases, you can leave the default setting, which allows all outbound traffic. 6. Assign the Security Group to Amazon Aurora • When launching a new Amazon Aurora instance (in the Amazon RDS dashboard), you can select your new security group in the Configure advanced settings step. • If your Aurora instance has already been launched, you can modify it to use the new security group by selecting the instance. • Click Modify, and then select the new security group.",Once created a security group identify the rules you would like to create either inbound or outbound. References: 1. https://aws.amazon.com/products/databases/,•  Level 1,,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_db_instance_security_group_rules_audit,"Both AI opinions correctly identify that the configuration and association of security groups with Amazon RDS (including Aurora) instances are fully exposed via AWS APIs (boto3, AWS CLI) and can be programmatically audited. Security group rules (inbound and outbound) are retrievable and evaluable for compliance without manual console inspection. The audit steps described in the control can be mapped directly to API calls, making automation both feasible and reliable.","- AWS Resource/Service: Amazon RDS DB Instances and associated EC2 Security Groups - API/CLI Method: - List RDS DB instances: `boto3.client('rds').describe_db_instances()` or `aws rds describe-db-instances` - Retrieve associated security group IDs from each DB instance's `VpcSecurityGroups` - Describe security group rules: `boto3.client('ec2').describe_security_groups(GroupIds=[...])` or `aws ec2 describe-security-groups --group-ids <group-id>` - Properties to Check: - For each security group: `IpPermissions` (inbound rules), `IpPermissionsEgress` (outbound rules) - Ensure rules restrict access to only necessary ports and trusted sources (e.g., no `0.0.0.0/0` unless justified, no overly permissive outbound) - Pass Criteria: - All RDS DB instances have at least one security group attached - Inbound rules allow only approved sources and ports (e.g., application servers, specific IPs) - Outbound rules are restricted as per organizational policy (not universally open) - Fail Criteria: - Any RDS DB instance without a security group - Security group rules allow unrestricted access (e.g., `0.0.0.0/0` on sensitive ports) - Outbound rules are overly permissive or not reviewed",,Yes,2025-10-28T20:25:14.525102
2.3,aws_1_2_3,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Data at Rest is Encrypted,Amazon Aurora allows you to encrypt your databases using keys you manage through AWS Key Management Service (KMS). Here is a step-by-step guide on how to encrypt data at rest for an Amazon Aurora instance:,"Once you are in your AWS account you can either create or modify your existing Aurora DB. A master key would be needed by the authorized user to enable encryption. Enabling encryption would keep the user’s data private and stored securely, which would only allow them to access it with their key. Impact: Unauthorized users will not be able to access the account because a key would be needed that only authorized users have access to.","1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com 2. Navigate to Amazon RDS Dashboard Navigate to the RDS service once logged in to the AWS Management Console. You can find this under the Database category. 3. Create or Modify an Amazon Aurora DB Instance • If creating a new Aurora DB instance, select Create Database and choose Amazon Aurora as your engine option. • If you are modifying an existing Aurora DB instance, select the instance from the RDS Dashboard and click Modify. 4. Enable Encryption • In the Settings or DB Instance Settings section, you will see an option labeled Enable encryption. Check this box to enable encryption for data at rest. • You will also need to select a master key to use for encryption. You can choose the default AWS managed key for RDS or a custom AWS Key Management Service (KMS) key you have created.   Note : • If you are creating a new DB instance, the Enable encryption option is found under the Settings section. • If you are modifying an existing DB instance, the Enable encryption option is found under the DB Instance Settings section. However, to encrypt an existing Aurora instance that was not initially created with encryption enabled, you will need to create a snapshot of the instance, make a copy of the snapshot with encryption enabled, and then restore the DB instance from the copied snapshot. 5. Launch the DB Instance • After you have selected the appropriate encryption settings, click Create database or Continue (if modifying an existing instance). • Review your settings on the following page, and if everything looks correct, click Launch DB Instance or Modify DB Instance.",Allows authorized user to access the data. References: 1. https://aws.amazon.com/products/databases/,•  Level 1,Unauthorized users will not be able to access the account because a key would be needed that only authorized users have access to.,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_aurora_cluster_encryption_at_rest_enabled,"Both AI opinions correctly identify that the encryption status of Amazon Aurora (RDS) clusters and instances can be programmatically verified using AWS APIs. Aurora's encryption-at-rest configuration is exposed via the `StorageEncrypted` and `KmsKeyId` properties, accessible through both `describe_db_clusters()` and `describe_db_instances()` in boto3/AWS CLI. The second opinion correctly notes that Aurora is typically managed as clusters, so checking both clusters and instances ensures comprehensive coverage. No manual inspection is required, as all necessary data is available via AWS APIs.","- AWS Resource/Service: Amazon RDS Aurora Clusters and Instances - API/CLI Method: - boto3: `client('rds').describe_db_clusters()` and `client('rds').describe_db_instances()` - AWS CLI: `aws rds describe-db-clusters` and `aws rds describe-db-instances` - Properties to Check: - For clusters: `StorageEncrypted` (should be `True`), `KmsKeyId` (should be present) - For instances: `StorageEncrypted` (should be `True`), `KmsKeyId` (should be present) - Pass Criteria: - Every Aurora cluster and instance has `StorageEncrypted` set to `True` and a valid `KmsKeyId` assigned. - Fail Criteria: - Any Aurora cluster or instance has `StorageEncrypted` set to `False` or is missing a `KmsKeyId`.",,Yes,2025-10-28T20:53:00.057926
2.4,aws_1_2_4,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Data in Transit is Encrypted,Use SSL (Secure Sockets Layer) to secure data in transit. Aurora supports SSL- encrypted connections between your application and your DB instance. Here is a step- by-step guide on how to encrypt data in transit for an Amazon Aurora instance:,"Aurora supports SSL-encrypted application for the individual DB. To secure your data in transit the individual should identify their client application and what is supported by SSL/TLS in order to configure it correctly. Impact: If the configuration is not properly implemented the data can be compromised by malicious actors, they could cause ransomware attack or possibly steal data.","1. Sign in to AWS Management Console If you do not already have an AWS account, you'll need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. • You can find this under the Database category. 3. Create or Modify an Amazon Aurora DB Instance • If creating a new Aurora DB instance, select Create Database and choose Amazon Aurora as your engine option. • If you are modifying an existing Aurora DB instance, select the instance from the RDS Dashboard and click Modify. 4. Enable Encryption • By default, Aurora uses Secure Socket Layer (SSL) or Transport Layer Security (TLS) to encrypt data in transit. However, you must ensure that your client application supports SSL/TLS and is correctly configured to use it. • For MySQL-compatible Aurora, Amazon provides an SSL certificate that you can download from their documentation.  • PostgreSQL-compatible Aurora uses the default PostgreSQL SSL certificate. Once you have the appropriate certificate, you must configure your client application to use SSL/TLS. For example, in MySQL, you might use a command like this: mysql -h <myinstance.123456789012.us-east-1.rds.amazonaws.com> --ssl- ca=</path_to_certificate/rds-combined-ca-bundle.pem> --ssl- mode=VERIFY_IDENTITY For PostgreSQL, you might use a command like this: psql ""host=<myinstance.123456789012.us-east-1.rds.amazonaws.com> sslmode=verify-ca sslrootcert=</path_to_certificate/rds-combined-ca- bundle.pem>"" Replace <myinstance.123456789012.us-east-1.rds.amazonaws.com> with the endpoint for your DB instance, and replace </path_to_certificate/rds-combined-ca- bundle.pem> with the path to the SSL certificate on your local machine. 5. Verify Encryption After configuring your client to use SSL/TLS, you should verify that encryption in transit is working correctly. You can do this by checking the status of the SSL connection from within the database itself. For example, in MySQL, you can run the following command: SHOW STATUS LIKE 'Ssl_cipher'; In PostgreSQL, you can run the following command: SHOW ssl; In both cases, if SSL is enabled, you should see a non-empty cipher suite or on as a result.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,"If the configuration is not properly implemented the data can be compromised by malicious actors, they could cause ransomware attack or possibly steal data.",1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_aurora_cluster_force_ssl_encryption_in_transit,"Both AI opinions agree that AWS APIs (boto3/CLI) can programmatically verify whether Amazon Aurora instances enforce encryption in transit. Specifically, the enforcement of SSL/TLS can be checked by inspecting the DB cluster parameter groups for the `rds.force_ssl` parameter and confirming its value is set to enforce SSL. All required configuration data is accessible via AWS APIs, making full automation feasible and reliable.","- AWS Resource/Service: Amazon RDS Aurora Clusters - API/CLI Method: - `boto3.client('rds').describe_db_clusters()` - `boto3.client('rds').describe_db_cluster_parameters(DBClusterParameterGroupName=...)` - Properties to Check: - For each Aurora cluster, retrieve the associated `DBClusterParameterGroup`. - Within the parameter group, check the value of the `rds.force_ssl` parameter. - Pass Criteria: - The `rds.force_ssl` parameter exists and its value is set to `1` (enforced). - Fail Criteria: - The `rds.force_ssl` parameter is missing or its value is not set to `1` (not enforced).",,Yes,2025-10-28T19:48:21.929881
2.5,aws_1_2_5,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure IAM Roles and Policies are Created,"AWS Identity and Access Management (IAM) helps manage access to AWS resources. While you cannot directly associate IAM roles with Amazon Aurora instances, you can use IAM roles and policies to define which AWS IAM users and groups have management permissions for Amazon RDS resources and what actions they can perform. Here is a guide:","Individual creates IAM roles and polices that define specific permission given to that role. This determines what the identity or instance can and cannot do. Impact: If an IAM Role is not created, then it would be challenging to access AWS resources.","1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to IAM Dashboard • Navigate to the IAM service once logged in to the AWS Management Console. • This is under the Security, Identity, & Compliance category. 3. Create a New IAM Role • In the IAM Dashboard, find the Roles section on the left-side navigation pane and click on it. Then, click on the Create Role button. 4. Select the Service that will Use the Role • Choose RDS as the AWS service that will use this new role, then click Next: Permissions. 5. Attach Policy  • In the next screen, you can attach policies defining this role’s permissions. You can use the filter to find existing policies like AmazonRDSFullAccess or AmazonRDSReadOnlyAccess. • Select the appropriate policy and then click Next: Tags. 6. Add Tags (Optional) • You can add metadata to the role by attaching tags as key-value pairs. This is optional, and you can proceed to the next step if you do not wish to add tags. 7. Review • Provide a name and a description for the role. Review the role and then click Create Role. 8. Creating IAM Policy (Optional) • You can create a custom IAM policy if the predefined policies do not meet your requirements. • Navigate to Policies in the IAM dashboard and click Create Policy. • Use the visual editor or JSON editor to define the permissions. • Once done, click Review Policy, give it a name and a description, and click Create Policy. • You can then attach this custom policy to the IAM role. 9. Assign the IAM Role to an IAM User or Group To assign the newly created role to an IAM User or Group. • Navigate to the user or group in the IAM dashboard. • Click Add permissions. • Then Attach existing policies directly. • Use the filter to find your new role and select it. • Click Next: Review and then Add permissions.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,"If an IAM Role is not created, then it would be challenging to access AWS resources.",1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_iam_role_rds_management_policy_check,"Both AI opinions correctly identify that IAM roles and policies are fully accessible and auditable via AWS APIs, CLI, and SDKs. The audit steps (listing, describing, and verifying IAM roles and policies) can be programmatically performed, including filtering for RDS-related roles by tags, naming conventions, or attached policies. No manual inspection is required, and all necessary data is exposed via AWS IAM APIs.","- AWS Resource/Service: IAM Roles and Policies (specifically those granting management permissions for Amazon RDS) - API/CLI Method: - boto3: iam.list_roles(), iam.list_attached_role_policies(), iam.get_role(), iam.list_policies(), iam.get_policy(), iam.get_policy_version() - AWS CLI: aws iam list-roles, aws iam list-attached-role-policies, aws iam get-role, aws iam list-policies, aws iam get-policy, aws iam get-policy-version - Properties to Check: - Existence of at least one IAM role with policies granting management permissions for RDS (look for policies with actions like rds:*, rds:Describe*, rds:Modify*, etc.) - Association of these policies with IAM roles (via attached policies or inline policies) - Optionally, use tags or naming conventions to identify RDS-related roles - Pass Criteria: - At least one IAM role exists with a policy (attached or inline) granting management permissions for Amazon RDS resources. - Fail Criteria: - No IAM role exists with a policy granting management permissions for Amazon RDS resources.",,Yes,2025-10-28T20:58:09.420906
2.6,aws_1_2_6,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Database Audit Logging is Enabled,Amazon Aurora provides advanced auditing capabilities through AWS CloudTrail and Amazon RDS Database Activity Streams. Here is a step-by-step guide on how to enable and use these features:,"Allows individuals to access and retrieve their old logs, log their new events, and store their log.","Below are the instructions for enabling logging through AWS CloudTrail: 1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to CloudTrail Dashboard • Navigate to the CloudTrail service. • You can find this under the Management & Governance category. 3. Create a new trail • In the CloudTrail Dashboard, click on Create trail. • Provide a name for the trail, and specify the S3 bucket where you want the logs to be stored. 4. Configure trail settings • Choose the settings that meet your requirements. For instance, you can log events for all regions, or you can log management events, data events, or both. 5. Create the trail • After specifying the trail settings, click Create. Below are the instructions for enabling logging through Amazon Database Activity Streams:  1. Navigate to Amazon RDS Dashboard • In the AWS Management Console, navigate to the RDS service. • You can find this under the Database category. 2. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases, and then click on the name of your Aurora DB instance. 3. Enable Database Activity Streams • In the Connectivity & Security tab, find the Database Activity Streams section. Click Create stream. • In the Create Stream panel, choose the settings that meet your requirements and click Create. Note : Enabling Database Activity Streams can impact the performance of your DB instance, so you should test this feature in a non-production environment before enabling it in production. 4. View the Database Activity Stream • You can view the Database Activity Stream using Amazon Kinesis Data Streams. • In the Kinesis Data Streams dashboard, click on the stream’s name and then click View data.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_audit_logging_cloudtrail_and_activity_streams_enabled,"Both AI opinions correctly identify that AWS exposes all necessary properties for audit logging via CloudTrail and RDS Database Activity Streams through its APIs (boto3, AWS CLI). The control can be fully assessed programmatically by checking CloudTrail trails and RDS instance configurations, without requiring manual inspection or console-only steps. The only improvement needed is a more descriptive program name that reflects both CloudTrail and RDS activity stream checks.","- AWS Resource/Service: RDS Instances, CloudTrail Trails - API/CLI Method: - boto3.cloudtrail.describe_trails() - boto3.cloudtrail.get_event_selectors() - boto3.rds.describe_db_instances() - Properties to Check: - For CloudTrail: Ensure at least one trail is multi-region and includes data event logging for RDS resources. - For RDS: For each RDS instance, check if DatabaseActivityStreamStatus is 'enabled'. - Pass Criteria: - There is a CloudTrail trail that is multi-region and logs data events for RDS. - All RDS instances have Database Activity Streams enabled (DatabaseActivityStreamStatus == 'enabled'). - Fail Criteria: - No CloudTrail trail is multi-region and logging RDS data events, or - Any RDS instance does not have Database Activity Streams enabled.",,Yes,2025-10-28T21:14:14.596982
2.7,aws_1_2_7,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Passwords are Regularly Rotated,"Regularly rotating your Aurora passwords is critical to access management, contributing to maintaining system security. The database password can be rotated in Amazon Aurora, but the access keys refer to the rotation of AWS IAM User access keys.",Updating your password is critical to access AWS resources. This also ensures that your account is being kept safe from a potential threat. Impact: Having the passwords updated frequently allows only the authorized individual to access the AWS resources.,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. You can find this under the Database category. 3. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases, and then click on the name of your Aurora DB instance. 4. Modify the instance • Click Modify. • In the Settings section, enter a new password in the Master password and Confirm password fields. 5. Apply the changes  • Scroll to the bottom and choose when to apply the changes. You can apply them immediately or schedule them for the next maintenance window. • Then, click Continue and Modify DB Instance. Note : Changing the master password will reboot the DB instance if you apply the change immediately.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,Having the passwords updated frequently allows only the authorized individual to access the AWS resources.,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_aurora_master_password_rotation_check,"While the organizational policy and scheduling of password rotation are manual decisions, the technical enforcement and verification of Aurora DB password rotation can be fully automated using AWS APIs. The master password for an Aurora DB instance can be changed programmatically via the `modify_db_instance` method in boto3 or the equivalent AWS CLI command. Compliance checks can also be automated by reviewing the `InstanceCreateTime` and `PendingModifiedValues.MasterUserPassword` fields to determine if a password rotation has occurred within the required timeframe. Therefore, automation is both feasible and preferable for consistent compliance enforcement.","- AWS Resource/Service: Amazon RDS (Aurora DB Instances) - API/CLI Method: boto3 rds.describe_db_instances(), boto3 rds.modify_db_instance() - Properties to Check: - `DBInstanceIdentifier` - `InstanceCreateTime` - `PendingModifiedValues.MasterUserPassword` - `LatestRestorableTime` (optional, for additional context) - Custom tag or audit log indicating last password rotation (if implemented) - Pass Criteria: - The Aurora DB instance’s master password has been rotated (i.e., changed) within the organization’s defined rotation period (e.g., last 90 days), as evidenced by audit logs, tags, or change history. - Fail Criteria: - No evidence of password rotation within the defined period, or the password has not been changed since instance creation.",,Yes,2025-10-28T19:58:11.934628
2.8,aws_1_2_8,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Access Keys are Regularly Rotated,"Regularly rotating your Aurora Access Keys is critical to access management, contributing to maintaining system security.","Rotating AWS IAM user access keys ensures security and any potential risk of the business that may be compromised due to the active key since it changes quite often. Impact: Only authorized personnel would need to login with their key, which restricts unauthorized users access to the database.","1. Navigate to IAM Dashboard • In the AWS Management Console, navigate to the IAM service. • You can find this under the Security, Identity, & Compliance category. 2. Choose the IAM User • In the IAM Dashboard, click on Users. • Then click on the name of the user whose access keys you want to rotate. 3. Create a New Access Key • In the Security credentials tab, click Create access key. • Store the new access key ID and secret access key in a secure location. 4. Replace the Old Access Key • Update all your applications to use the new access key. • Verify that the applications are working correctly. 5. Delete the Old Access Key • In the Security credentials tab, find the old access key. • Click Delete, and then confirm the deletion.  Note : To avoid disrupting your applications, keep the old access key until you have replaced it in all your applications and confirmed that they are working correctly.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,"Only authorized personnel would need to login with their key, which restricts unauthorized users access to the database.",1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_iam_user_access_key_rotation_compliance,"Both AI opinions correctly identified that the rotation of IAM user access keys can be fully audited using AWS APIs (boto3, AWS CLI), as all relevant properties (creation date, last used date) are exposed and accessible programmatically. There is no requirement for manual inspection or console-only steps; all necessary data is available via standard AWS SDK methods, making automation not only feasible but best practice for scale and accuracy.","- AWS Resource/Service: IAM Users and their Access Keys - API/CLI Method: - boto3: `iam.list_users()`, `iam.list_access_keys(UserName=...)`, `iam.get_access_key_last_used(AccessKeyId=...)` - AWS CLI: `aws iam list-users`, `aws iam list-access-keys --user-name <user>`, `aws iam get-access-key-last-used --access-key-id <access_key_id>` - Properties to Check: - `CreateDate` of each access key - (Optionally) `LastUsedDate` from `get_access_key_last_used` - Pass Criteria: - All active access keys for all IAM users are younger than the defined rotation threshold (e.g., 90 days since `CreateDate`) - Fail Criteria: - Any active access key is older than the defined threshold (e.g., >90 days since `CreateDate`), or rotation cannot be verified",,Yes,2025-10-28T20:07:51.094780
2.10,aws_1_2_10,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Automatic Backups and Retention Policies are configured,"Backups help protect your data from accidental loss or database failure. With Amazon Aurora, you can turn on automatic backups and specify a retention period. The backups include a daily snapshot of the entire DB instance and transaction logs.",The individual logs into their account and chooses their database once selected they can modify the backup settings. To have the database being backed up automatically the individual is encouraged to select from 1 to 35 days. This ensures that the file is being saved automatically and can prevent it from accidental loss. This ensures that the individual can restore their files quickly in the event of a data loss. Impact: It would result in having the files protected and being able to retrieve those files in the event of an accidental loss.,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to Amazon RDS Dashboard • Navigate to the RDS service once logged in to the AWS Management Console. • You can find this under the Database category. 3. Choose your Aurora DB instance • In the RDS Dashboard, click on Databases. • Then click on the name of your Aurora DB instance. 4. Check or modify the backup settings • In the Details section, find the Backup section. Here, you can see if automatic backups are enabled (the Backup retention period is more than 0 days) and when the backup window is.  o To modify these settings, click Modify. o In the Backup section of the Modify DB instance screen, you can change the Backup retention period and the Backup window. o The retention period can be between 1 and 35 days. To disable automatic backups, set the retention period to 0 days. 5. Apply the changes • Scroll to the bottom and choose when to apply the changes. You can apply them immediately or schedule them for the next maintenance window. • Then, click Continue and Modify DB Instance.",This is important because it would allow the user to automatically save their files and instantly have access to their files when needed. References: 1. https://aws.amazon.com/products/databases/,•  Level 1,It would result in having the files protected and being able to retrieve those files in the event of an accidental loss.,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_rds_instance_backup_retention_period_configured,"Both AI opinions correctly identify that the backup retention period for Amazon Aurora (AWS RDS) is fully accessible via AWS APIs, specifically through boto3 and the AWS CLI. The required properties (`BackupRetentionPeriod`) are directly exposed and can be programmatically audited across all RDS instances in all regions, making automation not only possible but preferable for accuracy and scalability.","- AWS Resource/Service: Amazon RDS (including Aurora) DB Instances - API/CLI Method: - boto3: `client('rds').describe_db_instances()` - AWS CLI: `aws rds describe-db-instances` - Properties to Check: - For each DB instance, check the `BackupRetentionPeriod` property. - Pass Criteria: - The `BackupRetentionPeriod` is set to a value between 1 and 35 (inclusive), indicating automatic backups are enabled and retention is within the recommended range. - Fail Criteria: - The `BackupRetentionPeriod` is 0 (automatic backups disabled) or outside the 1–35 day range.",,Yes,2025-10-28T20:28:11.789075
2.11,aws_1_2_11,CIS AWS DATABASE SERVICES BENCHMARK V1,Ensure Multi-Factor Authentication (MFA) is in use,MFA adds an extra layer of protection to your AWS resources. MFA can be used to secure AWS Management Console and CLI access which indirectly affects Aurora and other AWS services.,Multi-Factor Authentication (MFA) requires an individual to select a second step of verification process to access the platform. The individual has a choice of either selecting a virtual MFA device or a hardware MFA device to complete the process. MFA must also be used when performing specific actions to modify their database. Impact: The user is required to complete the second step which is the multi-factor authentication before any access is granted to them.,"1. Sign in to AWS Management Console • If you do not already have an AWS account, you will need to create one at https://aws.amazon.com. 2. Navigate to IAM Dashboard • Navigate to the IAM service once logged in to the AWS Management Console. • You can find this under the Security, Identity, & Compliance category. 3. Select the User • In the IAM Dashboard, click on Users. • Click on the name of the user for whom you want to enable MFA. 4. Manage MFA Device • In the User details page, click the Security credentials tab. • In the Multi-factor authentication (MFA) section. • Click on Manage.   5. Choose MFA Device Type • You can choose a virtual MFA device (such as an app on a smartphone) or a hardware MFA device. • Choose the device type that suits your requirements. 6. Follow the MFA Device Setup Wizard • The setup wizard will guide you through setting up your MFA device. • This will typically involve scanning a QR code or entering a serial number in your MFA device and then entering two consecutive MFA codes from your device. 7. Enable MFA Protected API Access • By writing an IAM policy, you can enforce MFA authentication for AWS CLI or SDK operations. This policy specifies that MFA must be used to perform specific actions, such as calling the Amazon RDS APIs to modify a DB instance.",References: 1. https://aws.amazon.com/products/databases/,•  Level 1,The user is required to complete the second step which is the multi-factor authentication before any access is granted to them.,1. https://aws.amazon.com/products/databases/,Automated,HIGH,aws_iam_user_mfa_compliance_check,"Both AI opinions correctly identify that AWS exposes IAM user MFA configuration via APIs, specifically through boto3 and AWS CLI. The control’s requirements (ensuring MFA is enabled for all IAM users) can be fully and reliably checked using these programmatic interfaces, as IAM user and MFA device associations are standard, queryable properties. There is no need for manual inspection since all necessary data is accessible via AWS APIs.","- AWS Resource/Service: IAM Users - API/CLI Method: - boto3: iam.list_users(), iam.list_mfa_devices(UserName='user_name') - AWS CLI: aws iam list-users, aws iam list-mfa-devices --user-name <user_name> - Properties to Check: - For each IAM user, the presence of at least one MFA device in the response from list_mfa_devices. - Pass Criteria: - Every IAM user has at least one MFA device associated (list_mfa_devices returns a non-empty list). - Fail Criteria: - Any IAM user has zero MFA devices associated (list_mfa_devices returns an empty list for that user).",,Yes,2025-10-28T19:28:57.477767
