id,unique_id,source,title,description,rationale,audit,remediation,profile_applicability,impact,references,section,assessment,default_value,additional_information,final_approach,final_confidence,program_name,justification,automation_summary,manual_summary,three_ai_consensus,decision_timestamp
1.1,cis-oracle-foundation-v300-1-1,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure service level admins are created to manage resources  of particular service,"To apply least-privilege security principle, one can create service-level administrators in corresponding groups and assigning specific users to each service-level administrative group in a tenancy. This limits administrative access in a tenancy. It means service-level administrators can only manage resources of a specific service. Example policies for global/tenant level service-administrators Allow group VolumeAdmins to manage volume-family in tenancy Allow group ComputeAdmins to manage instance-family in tenancy Allow group NetworkAdmins to manage virtual-network-family in tenancy A tenancy with identity domains : An Identity Domain is a container of users, groups, Apps and other security configurations. A tenancy that has Identity Domains available comes seeded with a 'Default' identity domain. If a group belongs to a domain different than the default domain, use a domain prefix in the policy statements. Example - Allow group / to in compartment If you do not include the before the , then the policy statement is evaluated as though the group belongs to the default identity domain. Organizations have various ways of defining service-administrators. Some may prefer creating service administrators at a tenant level and some per department or per project or even per application environment ( dev/test/production etc.). Either approach works so long as the policies are written to limit access given to the service-administrators. Example policies for compartment level service-administrators Allow group NonProdComputeAdmins to manage instance-family in compartment dev Allow group ProdComputeAdmins to manage instance-family in compartment production Allow group A-Admins to manage instance-family in compartment Project-A Allow group A-Admins to manage volume-family in compartment Project-A A tenancy with identity domains : An Identity Domain is a container of users, groups, Apps and other security configurations. A tenancy that has Identity Domains available comes seeded with a 'Default' identity domain. If a group belongs to a domain different than the default domain, use a domain prefix in the policy statements. Example - Allow group / to in compartment If you do not include the before the , then the policy statement is evaluated as though the group belongs to the default identity domain.",Creating service-level administrators helps in tightly controlling access to Oracle Cloud Infrastructure (OCI) services to implement the least-privileged security principle.,"From CLI: 1. Set up OCI CLI with an IAM administrator user who has read access to IAM resources such as groups and policies. 2. Run OCI CLI command providing the root_compartment_OCID Get the list of groups in a tenancy oci iam group list --compartment-id | grep name A tenancy with identity domains : The above CLI commands work with the default identity domain only. For IaaS resource management, users and groups created in the default domain are sufficient. 3. Ensure distinct administrative groups are created as per your organization's definition of service-administrators. 4. Verify the appropriate policies are created for the service-administrators groups to have the right access to the corresponding services. Retrieve the policy statements scoped at the tenancy level and/or per compartment. oci iam policy list --compartment-id | grep ""in tenancy"" oci iam policy list --compartment-id | grep ""in compartment"" The --compartment-id parameter can be changed to a child compartment to get policies associated with child compartments. oci iam policy list --compartment-id | grep ""in compartment"" Verify the results to ensure the right policies are created for service-administrators to have the necessary access.","Refer to the policy syntax document and create new policies if the audit results indicate that the required policies are missing. This can be done via OCI console or OCI CLI/SDK or API. Creating a new policy: From CLI: oci iam policy create [OPTIONS] Creates a new policy in the specified compartment (either the tenancy or another of your compartments). If you're new to policies, see Getting Started with Policies You must specify a name for the policy, which must be unique across all policies in your tenancy and cannot be changed. You must also specify a description for the policy (although it can be an empty string). It does not have to be unique, and you can change it anytime with UpdatePolicy. You must specify one or more policy statements in the statements array. For information about writing policies, see How Policies Work and Common Policies.", Level 1,N/A,N/A,1 Section,Manual,,,Automated,HIGH,aws_iam_service_admins_access_control_check,"The task of ensuring service-level admins are created to manage resources of particular services can be automated using AWS IAM capabilities. AWS provides APIs and CLI commands to list IAM groups and policies, which can be used to verify the existence and configuration of service-level administrative groups and their associated policies. This aligns with the second AI's suggestion to adapt the approach to AWS using AWS IAM practices.","- **AWS Resource/Service:** IAM Groups and Policies - **API/CLI Method:** - `aws iam list-groups` - `aws iam list-policies` - **Properties to Check:** - Existence of specific IAM groups for service-level administration (e.g., VolumeAdmins, ComputeAdmins). - Policies attached to these groups that restrict access according to the least-privilege principle. - **Pass Criteria:** - Service-level admin groups exist with policies that allow management of specific services only. - Example policy: `Allow group <GroupName> to manage <service> in <scope>`. - **Fail Criteria:** - Missing service-level admin groups or policies that do not restrict access appropriately.",,Yes,2025-11-01T15:16:34.843174
1.2,cis-oracle-foundation-v300-1-2,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure permissions on all resources are given only to the  tenancy administrator group,"There is a built-in OCI IAM policy enabling the Administrators group to perform any action within a tenancy. In the OCI IAM console, this policy reads: Allow group Administrators to manage all-resources in tenancy Administrators create more users, groups, and policies to provide appropriate access to other groups. Administrators should not allow any-other-group full access to the tenancy by writing a policy like this - Allow group any-other-group to manage all-resources in tenancy The access should be narrowed down to ensure the least-privileged principle is applied.","Permission to manage all resources in a tenancy should be limited to a small number of users in the Administrators group for break-glass situations and to set up users/groups/policies when a tenancy is created. No group other than Administrators in a tenancy should need access to all resources in a tenancy, as this violates the enforcement of the least privilege principle.","From CLI: 1. Run OCI CLI command providing the root compartment OCID to get the list of groups having access to manage all resources in your tenancy. oci iam policy list --compartment-id | grep -i ""to manage all-resources in tenancy"" 2. Verify the results to ensure only the Administrators group has access to manage all resources in tenancy. ""Allow group Administrators to manage all-resources in tenancy""","From Console: 1. Login to OCI console. 2. Go to Identity -> Policies, In the compartment dropdown, choose the root compartment. Open each policy to view the policy statements. 3. Remove any policy statement that allows any group other than Administrators or any service access to manage all resources in the tenancy. From CLI: The policies can also be updated via OCI CLI, SDK and API, with an example of the CLI commands below:  Delete a policy via the CLI: oci iam policy delete --policy-id  Update a policy via the CLI: oci iam policy update --policy-id --statements Note: You should generally not delete the policy that allows the Administrators group the ability to manage all resources in the tenancy.", Level 1,N/A,N/A,1 Section,Automated,,,Automated,HIGH,aws_iam_policy_admin_group_only,"The control involves checking IAM policies to ensure that only the Administrators group has full access to manage all resources. This task can be automated using AWS APIs, specifically with the `boto3` library to list and evaluate IAM policies. The second AI opinion correctly identifies that this can be automated in AWS using `boto3` methods such as `list_policies()` and `get_policy_version()`, which aligns with AWS capabilities for managing IAM policies.","- AWS Resource/Service: IAM Policies - API/CLI Method: `boto3.client('iam').list_policies()`, `boto3.client('iam').get_policy_version()` - Properties to Check: Policy documents to ensure only the Administrators group has permissions to manage all resources. - Pass Criteria: Only policies that grant the Administrators group management access are found; no other groups have such permissions. - Fail Criteria: Any policy is found that grants another group full access to manage all resources.",,Yes,2025-11-01T15:20:26.179006
1.3,cis-oracle-foundation-v300-1-3,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure IAM administrators cannot update tenancy  Administrators group,"Tenancy administrators can create more users, groups, and policies to provide other service administrators access to OCI resources. For example, an IAM administrator will need to have access to manage resources like compartments, users, groups, dynamic-groups, policies, identity-providers, tenancy tag- namespaces, tag-definitions in the tenancy. The policy that gives IAM-Administrators or any other group full access to 'groups' resources should not allow access to the tenancy 'Administrators' group. The policy statements would look like - Allow group IAMAdmins to inspect users in tenancy Allow group IAMAdmins to use users in tenancy where target.group.name != 'Administrators' Allow group IAMAdmins to inspect groups in tenancy Allow group IAMAdmins to use groups in tenancy where target.group.name != 'Administrators' Note: You must include separate statements for 'inspect' access, because the target.group.name variable is not used by the ListUsers and ListGroups operations",These policy statements ensure that no other group can manage tenancy administrator users or the membership to the 'Administrators' group thereby gain or remove tenancy administrator access.,"From CLI: 1. Run the following OCI CLI commands providing the root_compartment_OCID oci iam policy list --compartment-id | grep -i "" to use users in tenancy"" oci iam policy list --compartment-id | grep -i "" to use groups in tenancy"" 2. Verify the results to ensure that the policy statements that grant access to use or manage users or groups in the tenancy have a condition that excludes access to Administrators group or to users in the Administrators group.",From Console: 1. Login to OCI Console. 2. Select Identity from Services Menu. 3. Select Policies from Identity Menu. 4. Click on an individual policy under the Name heading. 5. Ensure Policy statements look like this - Allow group IAMAdmins to use users in tenancy where target.group.name != 'Administrators' Allow group IAMAdmins to use groups in tenancy where target.group.name != 'Administrators', Level 1,N/A,N/A,1 Section,Automated,,,Manual,HIGH,,"The control is specific to Oracle Cloud Infrastructure (OCI) and not directly applicable to AWS. The audit steps and remediation instructions provided are tailored for OCI, and the first AI opinion incorrectly suggests automation using OCI-specific tools. AWS does not have a direct equivalent for this control, and the necessary checks cannot be performed using AWS APIs or CLI as described. Therefore, a manual approach is required to adapt the control to AWS IAM policies.",,"1. Log in to the AWS Management Console. 2. Navigate to the IAM service. 3. Select ""Policies"" from the left-hand menu. 4. Review each IAM policy manually to ensure that no policy grants permissions to manage the 'Administrators' group without appropriate restrictions. 5. Specifically, verify that policies do not allow full access to IAM groups or users without conditions that exclude the 'Administrators' group. 6. Ensure that any policy allowing group management includes conditions similar to: `""Condition"": {""StringNotEquals"": {""aws:PrincipalTag/Role"": ""Administrators""}}`.",Yes,2025-11-01T15:21:58.148391
1.4,cis-oracle-foundation-v300-1-4,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure IAM password policy requires minimum length of 14 or  greater,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure passwords are at least a certain length and are composed of certain characters. It is recommended the password policy require a minimum password length 14 characters and contain 1 non-alphabetic character (Number or “Special Character”).,"In keeping with the overall goal of having users create a password that is not overly weak, an eight-character minimum password length is recommended for an MFA account, and 14 characters for a password only account. In addition, maximum password length should be made as long as possible based on system/software capabilities and not restricted by policy. In general, it is true that longer passwords are better (harder to crack), but it is also true that forced password length requirements can cause user behavior that is predictable and undesirable. For example, requiring users to have a minimum 16-character password may cause them to choose repeating patterns like fourfourfourfour or passwordpassword that meet the requirement but aren’t hard to guess. Additionally, length requirements increase the chances that users will adopt other insecure practices, like writing them down, re-using them or storing them unencrypted in their documents. Password composition requirements are a poor defense against guessing attacks. Forcing users to choose some combination of upper-case, lower-case, numbers, and special characters has a negative impact. It places an extra burden on users and many will use predictable patterns (for example, a capital letter in the first position, followed by lowercase letters, then one or two numbers, and a “special character” at the end). Attackers know this, so dictionary attacks will often contain these common patterns and use the most common substitutions like, $ for s, @ for a, 1 for l, 0 for o. Passwords that are too complex in nature make it harder for users to remember, leading to bad practices. In addition, composition requirements provide no defense against common attack types such as social engineering or insecure storage of passwords.","1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment your Domain to review is in 3. Click on the Domain to review 4. Click on Settings 5. Click on Password policy 6. Click each Password policy in the domain 7. Ensure Password length (minimum) is greater than or equal to 14 8. Under The The following criteria apply to passwords section, ensure that the number given in Numeric (minimum) setting is 1, or the Special (minimum) setting is 1. The following criteria apply to passwords: 6. Ensure that 1 or more is selected for Numeric (minimum) OR Special (minimum) From Cloud Guard: To Enable Cloud Guard Auditing: Ensure Cloud Guard is enabled in the root compartment of the tenancy. For more information about enabling Cloud Guard, please look at the instructions included in ""Ensure Cloud Guard is enabled in the root compartment of the tenancy"" Recommendation in the ""Logging and Monitoring"" section. From Console: 1. Type Cloud Guard into the Search box at the top of the Console. 2. Click Cloud Guard from the “Services” submenu. 3. Click Detector Recipes in the Cloud Guard menu. 4. Click OCI Configuration Detector Recipe (Oracle Managed) under the Recipe Name column. 5. Find Password policy does not meet complexity requirements in the Detector Rules column. 6. Select the vertical ellipsis icon and chose Edit on the Password policy does not meet complexity requirements row. 7. In the Edit Detector Rule window, find the Input Setting box and verify/change the Required password length setting to 14. 8. Click the Save button. From CLI: 1. Update the Password policy does not meet complexity requirements Detector Rule in Cloud Guard to generate Problems if IAM password policy isn’t configured to enforce a password length of at least 14 characters with the following command: oci cloud-guard detector-recipe-detector-rule update --detector-recipe-id --detector-rule-id PASSWORD_POLICY_NOT_COMPLEX --details '{""configurations"":[{ ""configKey"" : ""passwordPolicyMinLength"", ""name"" : ""Required password length"", ""value"" : ""14"", ""dataType"" : null, ""values"" : null }]}'","1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment the Domain to remediate is in 3. Click on the Domain to remediate 4. Click on Settings 5. Click on Password policy to remediate 6. Click Edit password rules 7. Update the Password length (minimum) setting to 14 or greater 8. Under The Passwords must meet the following character requirements section, update the number given in Special (minimum) setting to 1 or greater or Under The Passwords must meet the following character requirements section, update the number given in Numeric (minimum) setting to 1 or greater 7. Click Save changes", Level 1,N/A,1. https://www.cisecurity.org/white-papers/cis-password-policy-guide/,1 Section,Automated,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Automated,HIGH,aws_iam_password_policy_minimum_length_enforced,"The compliance control pertains to ensuring that IAM password policies enforce a minimum length of 14 characters and include at least one numeric or special character. This can be effectively automated using AWS tools. The second AI opinion correctly identifies that AWS provides the necessary APIs, specifically through the `boto3` library or AWS CLI, to retrieve and verify IAM password policy settings. This makes automation feasible and efficient for this compliance check.","- **AWS Resource/Service:** IAM Password Policies - **API/CLI Method:** `boto3.client('iam').get_account_password_policy()` or `aws iam get-account-password-policy` - **Properties to Check:** `MinimumPasswordLength`, `RequireNumbers`, `RequireSymbols` - **Pass Criteria:** - `MinimumPasswordLength` ≥ 14 - `RequireNumbers` is True or `RequireSymbols` is True - **Fail Criteria:** - `MinimumPasswordLength` < 14 - Both `RequireNumbers` and `RequireSymbols` are False",,Yes,2025-11-01T15:22:14.818859
1.5,cis-oracle-foundation-v300-1-5,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure IAM password policy expires passwords within 365  days,IAM password policies can require passwords to be rotated or expired after a given number of days. It is recommended that the password policy expire passwords after 365 and are changed immediately based on events.,"Excessive password expiration requirements do more harm than good, because these requirements make users select predictable passwords, composed of sequential words and numbers that are closely related to each other.10 In these cases, the next password can be predicted based on the previous one (incrementing a number used in the password for example). Also, password expiration requirements offer no containment benefits because attackers will often use credentials as soon as they compromise them. Instead, immediate password changes should be based on key events including, but not limited to: 1. Indication of compromise 2. Change of user roles 3. When a user leaves the organization. Not only does changing passwords every few weeks or months frustrate the user, it’s been suggested that it does more harm than good, because it could lead to bad practices by the user such as adding a character to the end of their existing password. In addition, we also recommend a yearly password change. This is primarily because for all their good intentions users will share credentials across accounts. Therefore, even if a breach is publicly identified, the user may not see this notification, or forget they have an account on that site. This could leave a shared credential vulnerable indefinitely. Having an organizational policy of a 1-year (annual) password expiration is a reasonable compromise to mitigate this with minimal user burden.",1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment your Domain to review is in 3. Click on the Domain to review 4. Click on Settings 5. Click on Password policy 6. Click each Password policy in the domain 7. Ensure Expires after (days) is less than or equal to 365 days,1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment the Domain to remediate is in 3. Click on the Domain to remediate 4. Click on Settings 5. Click on Password policy to remediate 6. Click Edit password rules 7. Change Expires after (days) to 365, Level 1,N/A,1. https://www.cisecurity.org/white-papers/cis-password-policy-guide/,1 Section,Manual,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Manual,HIGH,,"AWS IAM does not provide a direct method to set or check password expiration policies through its APIs or CLI, unlike Oracle Cloud Infrastructure. AWS IAM password policies can enforce password rotation through notifications and manual intervention, but they do not have a native expiration setting that can be automated. Therefore, this control requires manual verification.",,"1. Log in to the AWS Management Console. 2. Navigate to the IAM service. 3. In the left navigation pane, click on ""Account settings."" 4. Review the ""Password policy"" section to ensure that the policy aligns with organizational requirements for password rotation and complexity. 5. Verify that users are notified to change their passwords within a desired timeframe, as AWS does not natively enforce password expiration. 6. Document the findings and ensure that any deviations are addressed through manual policy updates or user notifications.",Yes,2025-11-01T15:17:07.164271
1.6,cis-oracle-foundation-v300-1-6,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure IAM password policy prevents password reuse,IAM password policies can prevent the reuse of a given password by the same user. It is recommended the password policy prevent the reuse of passwords.,"Enforcing password history ensures that passwords are not reused in for a certain period of time by the same user. If a user is not allowed to use last 24 passwords, that window of time is greater. This helps maintain the effectiveness of password security.",1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment your Domain to review is in 3. Click on the Domain to review 4. Click on Settings 5. Click on Password policy 6. Click each Password policy in the domain 7. Ensure Previous passwords remembered is set 24 or greater,1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment the Domain to remediate is in 3. Click on the Domain to remediate 4. Click on Settings 5. Click on Password policy to remediate 6. Click Edit password rules 7. Update the number of remembered passwords in Previous passwords remembered setting to 24 or greater., Level 1,N/A,N/A,1 Section,Manual,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Manual,HIGH,,"AWS IAM does not natively support password reuse prevention by remembering previous passwords, as highlighted by the second AI opinion. This feature is specific to Oracle Cloud Infrastructure and not applicable to AWS. AWS IAM password policies can enforce complexity, length, and expiration but lack the capability to enforce password history, making automation infeasible with current AWS APIs.",,"1. Log in to the AWS Management Console. 2. Navigate to the IAM service. 3. Click on ""Account settings"" in the left navigation pane. 4. Review the existing password policy settings for complexity, length, and expiration. 5. Note that AWS does not provide a setting for password reuse prevention. Consider implementing a custom solution using AWS Lambda or third-party tools to enforce password history if required. 6. Ensure that the password policy aligns with other security best practices, such as requiring a minimum password length and complexity.",Yes,2025-11-01T15:22:35.257055
1.7,cis-oracle-foundation-v300-1-7,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure MFA is enabled for all users with a console password,"Multi-factor authentication is a method of authentication that requires the use of more than one factor to verify a user’s identity. With MFA enabled in the IAM service, when a user signs in to Oracle Cloud Infrastructure, they are prompted for their user name and password, which is the first factor (something that they know). The user is then prompted to provide a verification code from a registered MFA device, which is the second factor (something that they have). The two factors work together, requiring an extra layer of security to verify the user’s identity and complete the sign-in process. OCI IAM supports two-factor authentication using a password (first factor) and a device that can generate a time-based one-time password (TOTP) (second factor). See OCI documentation for more details.",Multi factor authentication adds an extra layer of security during the login process and makes it harder for unauthorized users to gain access to OCI resources.,"From Console: 1. Go to Identity Domains: https://cloud.oracle.com/identity/domains/ 2. Select the Compartment your Domain to review is in 3. Click on the Domain to review 4. Click on Security 5. Click Sign-on policies 6. Select the sign-on policy to review 7. Under the sign-on rules header, click the three dots on the rule with the highest priority. 8. Select Edit sign-on rule 9. Verify that allow access is selected and prompt for an additional factor is enabled  This requires users to enable MFA when they next login next however, to determine users have enabled MFA use the below CLI. From the CLI:  This CLI command checks which users have enabled MFA for their accounts 1. Execute the below: tenancy_ocid=`oci iam compartment list --raw-output --query ""data[?contains(\""compartment-id\"",'.tenancy.')].\""compartment-id\"" | [0]""` for id_domain_url in `oci iam domain list --compartment-id $tenancy_ocid -- all | jq -r '.data[] | .url'` do oci identity-domains users list --endpoint $id_domain_url 2>/dev/null | jq -r '.data.resources[] | select(.""urn-ietf-params-scim-schemas-oracle-idcs- extension-mfa-user"".""mfa-status""!=""ENROLLED"")' 2>/dev/null | jq -r '.ocid' done for region in `oci iam region-subscription list | jq -r '.data[] | .""region- name""'`; do for compid in `oci iam compartment list --compartment-id-in-subtree TRUE --all 2>/dev/null | jq -r '.data[] | .id'` do for id_domain_url in `oci iam domain list --compartment-id $compid --region $region --all 2>/dev/null | jq -r '.data[] | .url'` do oci identity-domains users list --endpoint $id_domain_url 2>/dev/null | jq -r '.data.resources[] | select(.""urn-ietf-params-scim- schemas-oracle-idcs-extension-mfa-user"".""mfa-status""!=""ENROLLED"")' 2>/dev/null | jq -r '.ocid' done done done 2. Ensure no results are returned","Each user must enable MFA for themselves using a device they will have access to every time they sign in. An administrator cannot enable MFA for another user but can enforce MFA by identifying the list of non-complaint users, notifying them or disabling access by resetting the password for non-complaint accounts. Disabling access from Console: 1. Go to https://cloud.oracle.com/identity/. 2. Select Domains from Identity menu. 3. Select the domain 4. Click Security 5. Click Sign-on polices then the ""Default Sign-on Policy"" 6. Under the sign-on rules header, click the three dots on the rule with the highest priority. 7. Select Edit sign-on rule 8. Make a change to ensure that allow access is selected and prompt for an additional factor is enabled", Level 1,N/A,1. https://docs.cloud.oracle.com/en-us/iaas/Content/Identity/Tasks/usingmfa.htm 2. https://docs.oracle.com/en- us/iaas/Content/Security/Reference/iam_security_topic-IAM_MFA.htm,1 Section,Automated,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Automated,HIGH,aws_iam_users_mfa_enabled,"The control requires verifying that MFA is enabled for all users with a console password, which can be effectively automated using AWS IAM APIs. The second AI opinion correctly identifies that AWS provides the necessary APIs to check MFA status for IAM users, such as `list-users` and `list-mfa-devices`. These APIs allow for a comprehensive and automated check across all IAM users, which aligns with AWS best practices for security automation.","- **AWS Resource/Service:** IAM Users - **API/CLI Method:** `aws iam list-users` and `aws iam list-mfa-devices --user-name <username>` - **Properties to Check:** Ensure each user has an associated MFA device listed in the response of `list-mfa-devices`. - **Pass Criteria:** Every user returned by `list-users` has at least one MFA device associated. - **Fail Criteria:** Any user returned by `list-users` does not have an MFA device associated, indicating non-compliance.",,Yes,2025-11-01T15:26:18.097688
1.8,cis-oracle-foundation-v300-1-8,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure user API keys rotate within 90 days,"API keys are used by administrators, developers, services and scripts for accessing OCI APIs directly or via SDKs/OCI CLI to search, create, update or delete OCI resources. The API key is an RSA key pair. The private key is used for signing the API requests and the public key is associated with a local or synchronized user's profile.","It is important to secure and rotate an API key every 90 days or less as it provides the same level of access that a user it is associated with has. In addition to a security engineering best practice, this is also a compliance requirement. For example, PCI-DSS Section 3.6.4 states, ""Verify that key-management procedures include a defined cryptoperiod for each key type in use and define a process for key changes at the end of the defined crypto period(s).""","From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Name heading. 6. Click on API Keys in the lower left-hand corner of the page. 7. Ensure the date of the API key under the Created column of the API Key is no more than 90 days old.","From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Name heading. 6. Click on API Keys in the lower left-hand corner of the page. 7. Delete any API Keys that are older than 90 days under the Created column of the API Key table. From CLI: oci iam user api-key delete --user-id __ --fingerprint", Level 1,N/A,N/A,1 Section,Automated,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Automated,HIGH,aws_iam_access_key_rotation_check,"The control is about ensuring API keys are rotated within a specified period, which can be automated using AWS services. AWS provides mechanisms like AWS Config with managed rules such as `iam-access-key-rotation` to check the age of IAM access keys. The second AI opinion correctly identifies that this control can be automated in AWS using AWS-specific tools, unlike the first opinion which incorrectly applies OCI-specific commands.","- **AWS Resource/Service:** IAM Users - **API/CLI Method:** AWS Config rule `iam-access-key-rotation`, AWS CLI `aws iam list-access-keys`, boto3 `iam.list_access_keys()` - **Properties to Check:** `CreateDate` of each access key - **Pass Criteria:** All access keys for a user are rotated within 90 days - **Fail Criteria:** Any access key is older than 90 days",,Yes,2025-11-01T15:25:36.075766
1.9,cis-oracle-foundation-v300-1-9,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure user customer secret keys rotate every 90 days,"Object Storage provides an API to enable interoperability with Amazon S3. To use this Amazon S3 Compatibility API, you need to generate the signing key required to authenticate with Amazon S3. This special signing key is an Access Key/Secret Key pair. Oracle generates the Customer Secret key to pair with the Access Key.","It is important to rotate customer secret keys at least every 90 days, as they provide the same level of object storage access that the user they are associated with has.","From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Username heading. 6. Click on Customer Secret Keys in the lower left-hand corner of the page. 7. Ensure the date of the Customer Secret Key under the Created column of the Customer Secret Key is no more than 90 days old.","From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Username heading. 6. Click on Customer Secret Keys in the lower left-hand corner of the page. 7. Delete any Access Keys with a date older than 90 days under the Created column of the Customer Secret Keys.", Level 1,N/A,N/A,1 Section,Automated,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Automated,HIGH,aws_iam_access_key_rotation_check,"The control requires checking the rotation of access keys, which can be automated using AWS IAM APIs. The second opinion correctly identifies that AWS IAM Access Keys can be managed and checked using the `boto3` library. This allows for programmatically listing access keys and verifying their creation dates, ensuring compliance with the 90-day rotation policy.",- AWS Resource/Service: IAM Users - API/CLI Method: `boto3.client('iam').list_access_keys(UserName='user_name')` - Properties to Check: `CreateDate` attribute of each access key - Pass Criteria: All access keys have a `CreateDate` within the last 90 days. - Fail Criteria: Any access key has a `CreateDate` older than 90 days.,,Yes,2025-11-01T15:23:59.812725
1.10,cis-oracle-foundation-v300-1-10,CIS_Oracle_Cloud_Infrastructure_Foundations_Benchmark_v3_0_0,Ensure user auth tokens rotate within 90 days or less,"Auth tokens are authentication tokens generated by Oracle. You use auth tokens to authenticate with APIs that do not support the Oracle Cloud Infrastructure signature- based authentication. If the service requires an auth token, the service-specific documentation instructs you to generate one and how to use it.",It is important to secure and rotate an auth token every 90 days or less as it provides the same level of access to APIs that do not support the OCI signature-based authentication as the user associated to it.,"From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Username heading. 6. Click on Auth Tokens in the lower left-hand corner of the page. 7. Ensure the date of the Auth Token under the Created column of the Customer Secret Key is no more than 90 days old.","From Console: 1. Login to OCI Console. 2. Select Identity & Security from the Services menu. 3. Select Domains from the Identity menu. 4. For each domain listed, click on the name and select Users. 5. Click on an individual user under the Username heading. 6. Click on Auth Tokens in the lower left-hand corner of the page. 7. Delete any auth token with a date older than 90 days under the Created column of the Customer Secret Keys.", Level 1,N/A,N/A,1 Section,Automated,,The Audit Procedure and Remediation Procedure for OCI IAM without Identity Domains can be found in the CIS OCI Foundation Benchmark 2.0.0 under the respective recommendations.,Manual,HIGH,,"The control pertains specifically to Oracle Cloud Infrastructure (OCI) and its auth tokens, which are not applicable to AWS. AWS uses different authentication mechanisms such as IAM access keys, roles, and policies. Therefore, the control cannot be automated using AWS APIs or services like boto3, AWS CLI, or AWS Config, as these do not interact with OCI-specific resources.",,"1. **Login to Oracle Cloud Infrastructure (OCI) Console:** - Navigate to the OCI Console and authenticate with appropriate credentials. 2. **Access Identity & Security:** - From the Services menu, select ""Identity & Security."" 3. **Select Domains:** - Under the Identity menu, choose ""Domains."" 4. **Review Users in Each Domain:** - For each domain listed, click on the domain name and select ""Users."" 5. **Check Auth Tokens:** - Click on an individual user under the ""Username"" heading. - In the lower left-hand corner, click on ""Auth Tokens."" 6. **Verify Token Age:** - Ensure the date of the Auth Token under the ""Created"" column is no more than 90 days old.",Yes,2025-11-01T15:16:54.807812
